measured,configuration,pair_wise,pair_wise_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",20.62,0.0,9.001,0.276,8.316,9.686,false,11.619,1.291,135.001
"false","[FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",17.77,0.0,18.138,0.295,17.406,18.87,true,0.368,0.02,0.135
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.8,0.0,18.704,0.312,17.929,19.48,false,5.096,0.272,25.969
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",29.79,0.0,19.269,0.494,18.042,20.497,false,10.521,0.546,110.691
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.24,0.0,9.528,0.488,8.316,10.74,false,13.712,1.439,188.019
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.29,0.0,8.434,0.111,8.159,8.709,false,1.856,0.22,3.445
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",29.79,0.0,18.918,0.395,17.936,19.901,false,10.872,0.575,118.2
"false","[FILEAGETHRESHOLD, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",57.38,0.0,53.436,0.364,52.531,54.341,false,3.944,0.074,15.555
"false","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",17.41,0.0,18.583,0.822,16.541,20.625,true,1.173,0.063,1.376
"false","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER]",70.16,0.0,67.415,0.188,66.948,67.882,false,2.745,0.041,7.535
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",20.62,0.0,9.489,0.471,8.318,10.659,false,11.131,1.173,123.899
"false","[DEEPCOPY, FILEAGETHRESHOLD, FILESIZETHRESHOLD]",23.7,0.0,24.156,0.753,22.284,26.027,true,0.456,0.019,0.208
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",22.3,0.0,9.369,0.436,8.285,10.452,false,12.931,1.38,167.211
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",24.16,0.0,18.656,0.197,18.167,19.146,false,5.504,0.295,30.294
"false","[FILEAGETHRESHOLD, MONITOR, CLOCK]",14.3,0.0,14.238,0.373,13.312,15.165,true,0.062,0.004,0.004
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.77,0.0,9.303,0.505,8.048,10.559,true,0.467,0.05,0.218
"false","[DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",65.34,0.0,61.129,0.668,59.469,62.789,false,4.211,0.069,17.733
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER]",29.05,0.0,18.834,0.69,17.121,20.547,false,10.216,0.542,104.367
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",9.09,0.0,5.936,0.132,5.609,6.264,false,3.154,0.531,9.948
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",7.41,0.0,5.978,0.409,4.962,6.994,false,1.432,0.24,2.051
"true","[DISKSYNC, SNAPSHOTSERIALIZER]",47.15,0.0,47.29,0.431,46.22,48.36,true,0.14,0.003,0.02
