measured,configuration,feature_wise,feature_wise_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"false","[CHECKSUM, TRANSFORM, VERBOSE]",4.51,0.0,4.722,0.057,4.631,4.812,false,0.212,0.045,0.045
"false","[TRANSFORM, VERBOSE]",4.51,0.0,4.631,0.057,4.541,4.721,false,0.121,0.026,0.015
"false","[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, LEVEL]",60.65,0.0,61.942,0.587,61.009,62.876,false,1.292,0.021,1.669
"false","[CHECKSUM, BLOCKSIZE, LEVEL]",60.65,0.0,61.619,0.536,60.766,62.471,false,0.969,0.016,0.939
"false","[BLOCKSIZE, LEVEL]",60.65,0.0,62.567,0.693,61.465,63.669,false,1.917,0.031,3.675
"false","[FORCE, BLOCKSIZE, TRANSFORM, LEVEL]",60.65,0.0,61.695,0.303,61.213,62.177,false,1.045,0.017,1.092
"false","[CHECKSUM, BLOCKSIZE, TRANSFORM, VERBOSE]",4.51,0.0,4.488,0.074,4.371,4.606,true,0.022,0.005,0
"false","[CHECKSUM, FORCE, VERBOSE, ENTROPY]",4.51,0.0,4.79,0.097,4.635,4.944,false,0.28,0.058,0.078
"false","[BLOCKSIZE, TRANSFORM, VERBOSE]",4.51,0.0,4.474,0.107,4.304,4.645,true,0.036,0.008,0.001
"true","[LEVEL]",60.65,0.0,61.073,0.635,60.062,62.084,true,0.423,0.007,0.179
"false","[BLOCKSIZE, ENTROPY]",4.51,0.0,4.445,0.084,4.311,4.579,true,0.065,0.015,0.004
"true","[FORCE]",4.51,0.0,4.519,0.076,4.398,4.64,true,0.009,0.002,0
"false","[CHECKSUM, LEVEL]",60.65,0.0,61.33,0.296,60.859,61.8,false,0.68,0.011,0.462
"false","[CHECKSUM, VERBOSE, LEVEL]",60.65,0.0,61.643,0.252,61.243,62.043,false,0.993,0.016,0.986
"false","[CHECKSUM, BLOCKSIZE, LEVEL, ENTROPY]",60.65,0.0,62.14,0.477,61.381,62.899,false,1.49,0.024,2.22
"false","[CHECKSUM, BLOCKSIZE, TRANSFORM]",4.51,0.0,4.548,0.042,4.482,4.614,true,0.038,0.008,0.001
"false","[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL]",60.65,0.0,61.609,0.269,61.181,62.037,false,0.959,0.016,0.92
"false","[BLOCKSIZE, TRANSFORM, VERBOSE, ENTROPY]",4.51,0.0,4.501,0.126,4.301,4.702,true,0.009,0.002,0
"false","[CHECKSUM, FORCE, TRANSFORM]",4.51,0.0,4.61,0.102,4.448,4.772,true,0.1,0.022,0.01
"false","[CHECKSUM, FORCE, BLOCKSIZE, VERBOSE, LEVEL, ENTROPY]",60.65,0.0,62.554,0.767,61.333,63.776,false,1.904,0.03,3.625
"false","[CHECKSUM, FORCE]",4.51,0.0,4.486,0.054,4.401,4.571,true,0.024,0.005,0.001
"false","[CHECKSUM, BLOCKSIZE, TRANSFORM, LEVEL, ENTROPY]",60.65,0.0,62.126,0.711,60.994,63.257,false,1.476,0.024,2.179
"false","[FORCE, BLOCKSIZE, VERBOSE, LEVEL]",60.65,0.0,62.392,1.034,60.746,64.038,false,1.742,0.028,3.035
"false","[CHECKSUM, BLOCKSIZE]",4.51,0.0,4.446,0.072,4.331,4.561,true,0.064,0.014,0.004
"false","[TRANSFORM, ENTROPY]",4.51,0.0,4.497,0.079,4.371,4.623,true,0.013,0.003,0
"false","[CHECKSUM, FORCE, TRANSFORM, LEVEL, ENTROPY]",60.65,0.0,61.272,0.331,60.745,61.798,false,0.622,0.01,0.387
"false","[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, VERBOSE]",4.51,0.0,4.526,0.045,4.454,4.598,true,0.016,0.004,0
"false","[FORCE, TRANSFORM, LEVEL]",60.65,0.0,61.705,0.678,60.626,62.783,true,1.055,0.017,1.113
"false","[CHECKSUM, VERBOSE]",4.51,0.0,4.74,0.088,4.6,4.879,false,0.23,0.049,0.053
"false","[BLOCKSIZE, TRANSFORM, ENTROPY]",4.51,0.0,4.452,0.111,4.275,4.629,true,0.058,0.013,0.003
"false","[FORCE, LEVEL]",60.65,0.0,61.043,0.443,60.338,61.749,true,0.393,0.006,0.154
"false","[CHECKSUM, VERBOSE, LEVEL, ENTROPY]",60.65,0.0,61.561,0.121,61.368,61.754,false,0.911,0.015,0.83
"false","[FORCE, BLOCKSIZE, LEVEL]",60.65,0.0,61.553,0.411,60.899,62.207,false,0.903,0.015,0.815
"false","[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",60.65,0.0,62.659,0.84,61.323,63.995,false,2.009,0.032,4.036
"false","[CHECKSUM, FORCE, TRANSFORM, VERBOSE]",4.51,0.0,4.683,0.058,4.59,4.776,false,0.173,0.037,0.03
"false","[BLOCKSIZE, VERBOSE, ENTROPY]",4.51,0.0,4.455,0.076,4.335,4.576,true,0.055,0.012,0.003
"false","[CHECKSUM, BLOCKSIZE, TRANSFORM, LEVEL]",60.65,0.0,62.294,0.333,61.764,62.823,false,1.644,0.026,2.703
"false","[CHECKSUM, FORCE, ENTROPY]",4.51,0.0,4.503,0.014,4.48,4.526,true,0.007,0.002,0
"false","[CHECKSUM, TRANSFORM, VERBOSE, LEVEL]",60.65,0.0,61.826,0.258,61.415,62.237,false,1.176,0.019,1.383
"false","[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM]",4.51,0.0,4.426,0.053,4.343,4.51,true,0.084,0.019,0.007
"false","[CHECKSUM, FORCE, BLOCKSIZE, VERBOSE]",4.51,0.0,4.501,0.081,4.373,4.629,true,0.009,0.002,0
"false","[CHECKSUM, FORCE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",60.65,0.0,62.094,1.102,60.34,63.848,true,1.444,0.023,2.085
"false","[FORCE, BLOCKSIZE, TRANSFORM, LEVEL, ENTROPY]",60.65,0.0,61.987,0.951,60.474,63.5,true,1.337,0.022,1.788
"false","[TRANSFORM, VERBOSE, ENTROPY]",4.51,0.0,4.66,0.026,4.619,4.701,false,0.15,0.032,0.023
"false","[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, LEVEL, ENTROPY]",60.65,0.0,61.443,0.277,61.002,61.883,false,0.793,0.013,0.629
"false","[CHECKSUM, BLOCKSIZE, VERBOSE, LEVEL]",60.65,0.0,62.073,0.915,60.617,63.528,true,1.423,0.023,2.025
"false","[CHECKSUM, LEVEL, ENTROPY]",60.65,0.0,61.289,0.4,60.652,61.926,false,0.639,0.01,0.408
"false","[LEVEL, ENTROPY]",60.65,0.0,61.597,0.622,60.607,62.586,true,0.947,0.015,0.897
"false","[CHECKSUM, FORCE, VERBOSE]",4.51,0.0,4.713,0.099,4.555,4.871,false,0.203,0.043,0.041
"false","[BLOCKSIZE, VERBOSE]",4.51,0.0,4.472,0.059,4.379,4.566,true,0.038,0.008,0.001
"false","[CHECKSUM, TRANSFORM, LEVEL]",60.65,0.0,61.423,0.264,61.002,61.843,false,0.773,0.013,0.598
"false","[FORCE, VERBOSE]",4.51,0.0,4.713,0.054,4.628,4.799,false,0.203,0.043,0.041
"false","[TRANSFORM, LEVEL]",60.65,0.0,61.195,0.339,60.656,61.734,false,0.545,0.009,0.297
"false","[CHECKSUM, TRANSFORM]",4.51,0.0,4.5,0.066,4.395,4.605,true,0.01,0.002,0
"false","[FORCE, VERBOSE, LEVEL]",60.65,0.0,61.599,0.11,61.424,61.775,false,0.949,0.015,0.901
"true","[TRANSFORM]",4.51,0.0,4.516,0.052,4.434,4.599,true,0.006,0.001,0
"false","[CHECKSUM, FORCE, BLOCKSIZE]",4.51,0.0,4.472,0.074,4.355,4.589,true,0.038,0.008,0.001
"false","[BLOCKSIZE, VERBOSE, LEVEL]",60.65,0.0,61.812,0.734,60.643,62.98,true,1.162,0.019,1.35
"false","[CHECKSUM, FORCE, VERBOSE, LEVEL]",60.65,0.0,61.487,0.395,60.858,62.116,false,0.837,0.014,0.701
"false","[FORCE, BLOCKSIZE]",4.51,0.0,4.411,0.111,4.234,4.587,true,0.099,0.022,0.01
"false","[FORCE, BLOCKSIZE, VERBOSE, ENTROPY]",4.51,0.0,4.434,0.071,4.32,4.547,true,0.076,0.017,0.006
"false","[CHECKSUM, FORCE, BLOCKSIZE, VERBOSE, ENTROPY]",4.51,0.0,4.521,0.07,4.41,4.632,true,0.011,0.002,0
"false","[CHECKSUM, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",60.65,0.0,62.287,0.273,61.852,62.722,false,1.637,0.026,2.68
"false","[BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",60.65,0.0,61.891,0.284,61.439,62.342,false,1.241,0.02,1.54
"false","[CHECKSUM, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",60.65,0.0,61.794,0.818,60.493,63.095,true,1.144,0.019,1.309
"false","[FORCE, TRANSFORM, ENTROPY]",4.51,0.0,4.471,0.062,4.372,4.57,true,0.039,0.009,0.002
"false","[TRANSFORM, VERBOSE, LEVEL, ENTROPY]",60.65,0.0,61.799,0.512,60.984,62.615,false,1.149,0.019,1.32
"false","[CHECKSUM, FORCE, TRANSFORM, ENTROPY]",4.51,0.0,4.532,0.032,4.482,4.583,true,0.022,0.005,0
"false","[CHECKSUM, FORCE, BLOCKSIZE, VERBOSE, LEVEL]",60.65,0.0,62.324,0.171,62.051,62.596,false,1.674,0.027,2.802
"false","[CHECKSUM, BLOCKSIZE, VERBOSE]",4.51,0.0,4.525,0.061,4.427,4.622,true,0.015,0.003,0
"false","[CHECKSUM, FORCE, TRANSFORM, VERBOSE, ENTROPY]",4.51,0.0,4.796,0.082,4.665,4.928,false,0.286,0.06,0.082
"false","[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, ENTROPY]",4.51,0.0,4.508,0.1,4.349,4.667,true,0.002,0,0
"false","[FORCE, TRANSFORM, VERBOSE, ENTROPY]",4.51,0.0,4.741,0.019,4.71,4.772,false,0.231,0.049,0.053
"false","[CHECKSUM, ENTROPY]",4.51,0.0,4.541,0.033,4.488,4.594,true,0.031,0.007,0.001
"false","[FORCE, BLOCKSIZE, TRANSFORM, ENTROPY]",4.51,0.0,4.412,0.026,4.371,4.453,false,0.098,0.022,0.01
"false","[FORCE, LEVEL, ENTROPY]",60.65,0.0,61.784,0.572,60.874,62.695,false,1.134,0.018,1.286
"false","[CHECKSUM, FORCE, LEVEL, ENTROPY]",60.65,0.0,62.026,0.77,60.801,63.251,false,1.376,0.022,1.893
"true","[ENTROPY]",4.51,0.0,4.508,0.098,4.351,4.664,true,0.002,0,0
"false","[FORCE, TRANSFORM]",4.51,0.0,4.538,0.086,4.401,4.675,true,0.028,0.006,0.001
"false","[FORCE, BLOCKSIZE, VERBOSE]",4.51,0.0,4.486,0.033,4.435,4.538,true,0.024,0.005,0.001
"false","[BLOCKSIZE, LEVEL, ENTROPY]",60.65,0.0,61.608,0.461,60.874,62.342,false,0.958,0.016,0.918
"false","[BLOCKSIZE, TRANSFORM]",4.51,0.0,4.446,0.066,4.341,4.551,true,0.064,0.014,0.004
"true","[BLOCKSIZE]",4.51,0.0,4.43,0.101,4.269,4.591,true,0.08,0.018,0.006
"false","[TRANSFORM, VERBOSE, LEVEL]",60.65,0.0,62.278,0.704,61.157,63.398,false,1.628,0.026,2.65
"false","[FORCE, BLOCKSIZE, VERBOSE, LEVEL, ENTROPY]",60.65,0.0,62.452,0.819,61.149,63.756,false,1.802,0.029,3.247
"false","[FORCE, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL]",60.65,0.0,61.965,0.738,60.791,63.139,false,1.315,0.021,1.729
"false","[VERBOSE, LEVEL]",60.65,0.0,61.546,0.319,61.039,62.054,false,0.896,0.015,0.803
"false","[BLOCKSIZE, TRANSFORM, LEVEL]",60.65,0.0,61.564,0.238,61.185,61.943,false,0.914,0.015,0.835
"false","[FORCE, BLOCKSIZE, TRANSFORM, VERBOSE]",4.51,0.0,4.427,0.071,4.314,4.54,true,0.083,0.019,0.007
"false","[CHECKSUM, BLOCKSIZE, ENTROPY]",4.51,0.0,4.471,0.054,4.385,4.557,true,0.039,0.009,0.002
"false","[CHECKSUM, BLOCKSIZE, TRANSFORM, VERBOSE, ENTROPY]",4.51,0.0,4.523,0.072,4.408,4.639,true,0.013,0.003,0
"false","[BLOCKSIZE, TRANSFORM, LEVEL, ENTROPY]",60.65,0.0,61.516,0.235,61.142,61.891,false,0.866,0.014,0.75
"false","[CHECKSUM, FORCE, BLOCKSIZE, LEVEL]",60.65,0.0,61.694,0.298,61.219,62.169,false,1.044,0.017,1.09
"false","[FORCE, VERBOSE, ENTROPY]",4.51,0.0,4.683,0.037,4.625,4.742,false,0.173,0.037,0.03
"false","[CHECKSUM, FORCE, TRANSFORM, LEVEL]",60.65,0.0,61.107,0.119,60.918,61.296,false,0.457,0.007,0.209
"true","[VERBOSE]",4.51,0.0,4.673,0.079,4.547,4.799,false,0.163,0.035,0.027
"false","[FORCE, TRANSFORM, LEVEL, ENTROPY]",60.65,0.0,61.154,0.475,60.398,61.91,true,0.504,0.008,0.254
"false","[VERBOSE, LEVEL, ENTROPY]",60.65,0.0,61.729,0.467,60.986,62.473,false,1.079,0.017,1.164
"false","[CHECKSUM, BLOCKSIZE, TRANSFORM, ENTROPY]",4.51,0.0,4.435,0.044,4.366,4.505,false,0.075,0.017,0.006
"false","[FORCE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",60.65,0.0,61.582,0.385,60.969,62.194,false,0.932,0.015,0.869
"false","[CHECKSUM, FORCE, LEVEL]",60.65,0.0,61.496,0.701,60.381,62.611,true,0.846,0.014,0.716
"false","[CHECKSUM, TRANSFORM, ENTROPY]",4.51,0.0,4.512,0.052,4.428,4.595,true,0.002,0,0
"false","[CHECKSUM, BLOCKSIZE, VERBOSE, ENTROPY]",4.51,0.0,4.526,0.065,4.421,4.63,true,0.016,0.004,0
"false","[FORCE, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",60.65,0.0,61.999,0.485,61.227,62.772,false,1.349,0.022,1.82
"false","[FORCE, ENTROPY]",4.51,0.0,4.457,0.05,4.378,4.536,true,0.053,0.012,0.003
"false","[FORCE, TRANSFORM, VERBOSE]",4.51,0.0,4.758,0.051,4.677,4.84,false,0.248,0.052,0.062
"false","[FORCE, BLOCKSIZE, TRANSFORM]",4.51,0.0,4.429,0.053,4.344,4.514,true,0.081,0.018,0.007
"false","[CHECKSUM, TRANSFORM, VERBOSE, ENTROPY]",4.51,0.0,4.748,0.032,4.697,4.798,false,0.238,0.05,0.057

Total: 128
MSE: 0.769
RMSE: 0.877
MAPE: 1.864
Measured within ci: 6
Measured outside ci: 1
Predicted within ci: 54
Predicted outside ci: 67
Valid configs: 121.0
