FILE_LOCK,AUTOCOMMIT,ACCESS_MODE_DATA,CIPHER,CACHE_TYPE,CACHE_SIZE,MV_STORE,ANALYZE_AUTO,DEFRAG_ALWAYS,IFEXISTS,FORBID_CREATION,IGNORE_UNKNOWN_SETTINGS,PAGE_SIZE,ANALYZE_SAMPLE,COMPRESS,OPTIMIZE_DISTINCT,time
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.72
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.86
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.75
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10.84
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.78
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10.6
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.9
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8.5
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.88
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.06
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9.14
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10.96
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.6
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11.06
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.81
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8.44
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.84
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.69
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.89
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.15
