measured,configuration,pair_wise,pair_wise_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"true","[C, G]",2.02,0.0,2.012,0.002,2.009,2.015,false,0.008,0.004,0
"true","[A, I]",4.03,0.0,4.016,0.005,4.008,4.024,false,0.014,0.003,0
"true","[D, F]",2.02,0.0,2.014,0.004,2.008,2.021,true,0.006,0.003,0
"true","[D, G]",2.12,0.0,2.112,0.004,2.106,2.118,false,0.008,0.004,0
"true","[A, J]",3.12,0.0,3.113,0.005,3.105,3.12,true,0.007,0.002,0
"true","[E, F]",2.12,0.0,2.113,0.002,2.11,2.116,false,0.007,0.003,0
"true","[C, H]",2.12,0.0,2.111,0.002,2.108,2.114,false,0.009,0.004,0
"true","[B, I]",2.13,0.0,2.116,0.008,2.103,2.129,false,0.014,0.007,0
"true","[E, G]",2.21,0.0,2.213,0.003,2.208,2.219,true,0.003,0.001,0
"true","[B, J]",1.22,0.0,1.211,0.002,1.207,1.215,false,0.009,0.007,0
"true","[D, H]",2.21,0.0,2.216,0.004,2.21,2.223,true,0.006,0.003,0
"true","[C, I]",2.23,0.0,2.214,0.006,2.204,2.224,false,0.016,0.007,0
"true","[E, H]",2.31,0.0,2.316,0.001,2.314,2.317,false,0.006,0.003,0
"true","[D, I]",2.32,0.0,2.315,0.007,2.304,2.327,true,0.005,0.002,0
"true","[F, G]",2.32,0.0,2.316,0.007,2.304,2.327,true,0.004,0.002,0
"true","[C, J]",1.32,0.0,1.309,0.003,1.304,1.313,false,0.011,0.008,0
"true","[F, H]",2.42,0.0,2.414,0.004,2.407,2.42,true,0.006,0.002,0
"true","[E, I]",2.42,0.0,2.414,0.003,2.409,2.419,false,0.006,0.002,0
"true","[D, J]",1.41,0.0,1.408,0.001,1.405,1.41,true,0.002,0.001,0
"true","[E, J]",1.52,0.0,1.512,0.005,1.504,1.519,false,0.008,0.005,0
"true","[G, H]",2.51,0.0,2.514,0.004,2.508,2.521,true,0.004,0.002,0
"true","[F, I]",2.53,0.0,2.516,0.004,2.51,2.523,false,0.014,0.006,0
"true","[G, I]",2.62,0.0,2.616,0.006,2.607,2.625,true,0.004,0.002,0
"true","[F, J]",1.62,0.0,1.61,0.003,1.605,1.615,false,0.01,0.006,0
"true","[H, I]",2.71,0.0,2.717,0.007,2.706,2.729,true,0.007,0.003,0
"true","[G, J]",1.71,0.0,1.711,0.004,1.704,1.717,true,0.001,0.001,0
"true","[H, J]",1.81,0.0,1.81,0.003,1.806,1.815,true,0,0,0
"true","[I, J]",1.91,0.0,1.908,0.002,1.905,1.911,true,0.002,0.001,0
"false","[A, B, C]",10.63,0.0,10.63,0.011,10.612,10.647,true,0,0,0
"false","[A, B, D]",6.72,0.0,6.727,0.009,6.713,6.742,true,0.007,0.001,0
"false","[A, C, D]",7.83,0.0,7.829,0.01,7.812,7.845,true,0.001,0,0
"false","[A, B, E]",6.83,0.0,6.833,0.009,6.818,6.848,true,0.003,0,0
"false","[A, B, F]",6.92,0.0,6.928,0.011,6.91,6.946,true,0.008,0.001,0
"false","[B, C, D]",1.93,0.0,1.92,0.008,1.908,1.932,true,0.01,0.005,0
"false","[A, C, E]",7.93,0.0,7.934,0.015,7.91,7.957,true,0.004,0.001,0
"false","[A, D, E]",4.03,0.0,4.028,0.009,4.014,4.042,true,0.002,0,0
"false","[A, B, G]",7.02,0.0,7.03,0.012,7.01,7.049,true,0.01,0.001,0
"false","[A, C, F]",8.03,0.0,8.032,0.012,8.013,8.05,true,0.002,0,0
"false","[B, C, E]",2.02,0.0,2.02,0.009,2.006,2.035,true,0,0,0
"false","[A, B, H]",7.12,0.0,7.121,0.006,7.112,7.131,true,0.001,0,0
"false","[B, C, F]",2.12,0.0,2.118,0.005,2.111,2.125,true,0.002,0.001,0
"false","[B, D, E]",2.12,0.0,2.121,0.007,2.11,2.132,true,0.001,0,0
"false","[A, C, G]",8.13,0.0,8.128,0.004,8.121,8.135,true,0.002,0,0
"false","[A, D, F]",4.13,0.0,4.122,0.006,4.112,4.132,true,0.008,0.002,0
"false","[C, D, E]",2.21,0.0,2.223,0.008,2.21,2.235,true,0.013,0.006,0
"false","[A, C, H]",8.23,0.0,8.23,0.008,8.217,8.243,true,0,0,0
"false","[A, D, G]",4.23,0.0,4.221,0.005,4.214,4.228,false,0.009,0.002,0
"false","[A, E, F]",4.24,0.0,4.221,0.008,4.207,4.234,false,0.019,0.005,0
"false","[B, C, G]",2.23,0.0,2.218,0.004,2.211,2.225,false,0.012,0.005,0
"false","[A, B, I]",7.23,0.0,7.232,0.01,7.215,7.248,true,0.002,0,0
"false","[B, D, F]",2.22,0.0,2.216,0.005,2.208,2.224,true,0.004,0.002,0
"false","[C, D, F]",2.32,0.0,2.321,0.003,2.316,2.325,true,0.001,0,0
"false","[B, D, G]",2.33,0.0,2.32,0.002,2.316,2.323,false,0.01,0.004,0
"false","[A, D, H]",4.32,0.0,4.325,0.008,4.311,4.338,true,0.005,0.001,0
"false","[A, B, J]",6.32,0.0,6.329,0.014,6.307,6.351,true,0.009,0.001,0
"false","[B, C, H]",2.33,0.0,2.325,0.009,2.311,2.34,true,0.005,0.002,0
"false","[A, E, G]",4.33,0.0,4.326,0.008,4.313,4.338,true,0.004,0.001,0
"false","[A, C, I]",8.34,0.0,8.325,0.003,8.319,8.33,false,0.015,0.002,0
"false","[B, E, F]",2.32,0.0,2.322,0.008,2.309,2.335,true,0.002,0.001,0
"false","[B, E, G]",2.42,0.0,2.419,0.008,2.407,2.432,true,0.001,0,0
"false","[A, F, G]",4.43,0.0,4.424,0.008,4.411,4.437,true,0.006,0.001,0
"false","[A, E, H]",4.43,0.0,4.425,0.007,4.414,4.437,true,0.005,0.001,0
"false","[A, D, I]",4.43,0.0,4.425,0.011,4.408,4.443,true,0.005,0.001,0
"false","[B, C, I]",2.44,0.0,2.418,0.002,2.414,2.421,false,0.022,0.009,0
"false","[C, D, G]",2.43,0.0,2.423,0.007,2.412,2.433,true,0.007,0.003,0
"false","[A, C, J]",7.43,0.0,7.428,0.012,7.408,7.448,true,0.002,0,0
"false","[B, D, H]",2.42,0.0,2.416,0.008,2.403,2.428,true,0.004,0.002,0
"false","[C, E, F]",2.41,0.0,2.42,0.006,2.41,2.431,true,0.01,0.004,0
"false","[B, F, G]",2.52,0.0,2.518,0.006,2.509,2.528,true,0.002,0.001,0
"false","[A, E, I]",4.54,0.0,4.522,0.005,4.515,4.529,false,0.018,0.004,0
"false","[B, E, H]",2.52,0.0,2.519,0.009,2.506,2.533,true,0.001,0,0
"false","[B, D, I]",2.53,0.0,2.516,0.003,2.511,2.522,false,0.014,0.006,0
"false","[C, E, G]",2.51,0.0,2.519,0.003,2.515,2.523,false,0.009,0.004,0
"false","[B, C, J]",1.53,0.0,1.517,0.006,1.508,1.526,false,0.013,0.009,0
"false","[A, D, J]",3.52,0.0,3.517,0.002,3.513,3.52,true,0.003,0.001,0
"false","[C, D, H]",2.52,0.0,2.519,0.008,2.506,2.532,true,0.001,0,0
"false","[A, F, H]",4.53,0.0,4.521,0.01,4.505,4.537,true,0.009,0.002,0
"false","[D, E, F]",2.52,0.0,7.522,0.006,7.513,7.532,false,5.002,0.665,25.02
"false","[B, E, I]",2.63,0.0,2.619,0.01,2.604,2.635,true,0.011,0.004,0
"false","[C, F, G]",2.62,0.0,2.62,0.008,2.608,2.632,true,0,0,0
"false","[B, D, J]",1.62,0.0,1.615,0.007,1.604,1.627,true,0.005,0.003,0
"false","[C, E, H]",2.61,0.0,2.619,0.003,2.614,2.624,false,0.009,0.003,0
"false","[A, F, I]",4.64,0.0,4.624,0.002,4.62,4.628,false,0.016,0.003,0
"false","[D, E, G]",2.62,0.0,2.619,0.005,2.611,2.626,true,0.001,0,0
"false","[A, G, H]",4.62,0.0,4.626,0.008,4.614,4.639,true,0.006,0.001,0
"false","[C, D, I]",2.63,0.0,2.622,0.009,2.607,2.636,true,0.008,0.003,0
"false","[A, E, J]",3.64,0.0,3.618,0.001,3.616,3.62,false,0.022,0.006,0
"false","[B, F, H]",2.62,0.0,2.619,0.011,2.602,2.637,true,0.001,0,0
"false","[D, E, H]",2.71,0.0,2.723,0.006,2.712,2.733,false,0.013,0.005,0
"false","[A, G, I]",4.73,0.0,4.725,0.005,4.718,4.733,true,0.005,0.001,0
"false","[B, F, I]",2.73,0.0,2.72,0.005,2.713,2.728,false,0.01,0.004,0
"false","[D, F, G]",2.73,0.0,2.722,0.006,2.712,2.732,true,0.008,0.003,0
"false","[C, D, J]",1.72,0.0,1.718,0.004,1.711,1.724,true,0.002,0.001,0
"false","[C, E, I]",2.72,0.0,2.718,0.007,2.707,2.728,true,0.002,0.001,0
"false","[C, F, H]",2.72,0.0,2.718,0.003,2.714,2.723,true,0.002,0.001,0
"false","[B, E, J]",1.73,0.0,1.717,0.008,1.704,1.731,true,0.013,0.008,0
"false","[A, F, J]",3.73,0.0,3.723,0.011,3.706,3.74,true,0.007,0.002,0
"false","[B, G, H]",2.72,0.0,2.723,0.007,2.711,2.734,true,0.003,0.001,0
"false","[B, G, I]",2.83,0.0,2.822,0.006,2.813,2.831,true,0.008,0.003,0
"false","[A, H, I]",4.82,0.0,4.827,0.011,4.81,4.843,true,0.007,0.001,0
"false","[D, E, I]",2.82,0.0,2.823,0.01,2.807,2.84,true,0.003,0.001,0
"false","[D, F, H]",2.82,0.0,2.818,0.005,2.811,2.826,true,0.002,0.001,0
"false","[E, F, G]",2.82,0.0,2.821,0.008,2.808,2.834,true,0.001,0,0
"false","[C, E, J]",1.82,0.0,1.816,0.001,1.813,1.818,false,0.004,0.002,0
"false","[A, G, J]",3.82,0.0,3.823,0.008,3.81,3.836,true,0.003,0.001,0
"false","[C, F, I]",2.83,0.0,2.821,0.011,2.804,2.838,true,0.009,0.003,0
"false","[B, F, J]",1.82,0.0,1.813,0.005,1.806,1.821,true,0.007,0.004,0
"false","[C, G, H]",2.82,0.0,2.82,0.006,2.81,2.829,true,0,0,0
"false","[D, F, I]",2.93,0.0,2.921,0.008,2.908,2.935,true,0.009,0.003,0
"false","[C, G, I]",2.93,0.0,2.921,0.007,2.91,2.933,true,0.009,0.003,0
"false","[D, E, J]",1.92,0.0,1.918,0.007,1.906,1.929,true,0.002,0.001,0
"false","[B, H, I]",2.92,0.0,2.919,0.007,2.908,2.931,true,0.001,0,0
"false","[C, F, J]",1.92,0.0,1.914,0.005,1.906,1.923,true,0.006,0.003,0
"false","[E, F, H]",2.92,0.0,2.922,0.006,2.912,2.932,true,0.002,0.001,0
"false","[B, G, J]",1.92,0.0,1.915,0.006,1.905,1.925,true,0.005,0.003,0
"false","[D, G, H]",2.92,0.0,2.923,0.012,2.904,2.942,true,0.003,0.001,0
"false","[A, H, J]",3.92,0.0,3.921,0.004,3.915,3.927,true,0.001,0,0
"false","[E, G, H]",3.01,0.0,3.022,0.007,3.011,3.033,false,0.012,0.004,0
"false","[A, I, J]",4.02,0.0,4.022,0.006,4.012,4.031,true,0.002,0,0
"false","[B, H, J]",2.02,0.0,2.013,0.004,2.007,2.02,true,0.007,0.003,0
"false","[C, H, I]",3.02,0.0,3.018,0.01,3.002,3.033,true,0.002,0.001,0
"false","[E, F, I]",3.03,0.0,3.014,0.005,3.007,3.022,false,0.016,0.005,0
"false","[C, G, J]",2.02,0.0,2.017,0.009,2.003,2.031,true,0.003,0.001,0
"false","[D, G, I]",3.03,0.0,3.021,0.006,3.011,3.03,true,0.009,0.003,0
"false","[D, F, J]",2.02,0.0,2.015,0.004,2.009,2.022,true,0.005,0.002,0
"false","[D, H, I]",3.11,0.0,3.121,0.007,3.11,3.132,true,0.011,0.004,0
"false","[B, I, J]",2.12,0.0,2.115,0.003,2.11,2.12,true,0.005,0.002,0
"false","[D, G, J]",2.12,0.0,2.114,0.004,2.108,2.12,true,0.006,0.003,0
"false","[F, G, H]",3.12,0.0,3.119,0.001,3.117,3.121,true,0.001,0,0
"false","[C, H, J]",2.12,0.0,2.114,0.005,2.106,2.121,true,0.006,0.003,0
"false","[E, F, J]",2.13,0.0,2.117,0.005,2.109,2.126,false,0.013,0.006,0
"false","[E, G, I]",3.12,0.0,3.119,0.006,3.109,3.129,true,0.001,0,0
"false","[E, H, I]",3.21,0.0,3.219,0.004,3.213,3.225,false,0.009,0.003,0
"false","[F, G, I]",3.23,0.0,3.22,0.005,3.212,3.227,false,0.01,0.003,0
"false","[C, I, J]",2.22,0.0,2.214,0.005,2.207,2.222,true,0.006,0.003,0
"false","[E, G, J]",2.22,0.0,2.217,0.007,2.206,2.228,true,0.003,0.001,0
"false","[D, H, J]",2.21,0.0,2.218,0.004,2.212,2.225,false,0.008,0.004,0
"false","[F, G, J]",2.32,0.0,2.314,0.005,2.307,2.322,true,0.006,0.003,0
"false","[D, I, J]",2.31,0.0,2.314,0.004,2.309,2.32,true,0.004,0.002,0
"false","[F, H, I]",3.32,0.0,3.322,0.006,3.312,3.331,true,0.002,0.001,0
"false","[E, H, J]",2.32,0.0,2.318,0.006,2.309,2.327,true,0.002,0.001,0
"false","[E, I, J]",2.42,0.0,2.417,0.007,2.407,2.428,true,0.003,0.001,0
"false","[G, H, I]",3.41,0.0,3.421,0.005,3.413,3.428,false,0.011,0.003,0
"false","[F, H, J]",2.42,0.0,2.416,0.006,2.406,2.426,true,0.004,0.002,0
"false","[G, H, J]",2.51,0.0,2.517,0.008,2.504,2.531,true,0.007,0.003,0
"false","[F, I, J]",2.52,0.0,2.514,0.005,2.507,2.521,true,0.006,0.002,0
"false","[G, I, J]",2.61,0.0,2.615,0.002,2.611,2.619,false,0.005,0.002,0
"false","[H, I, J]",2.7,0.0,2.713,0.005,2.705,2.721,false,0.013,0.005,0
"false","[A, B, C, D]",11.03,0.0,11.039,0.014,11.017,11.062,true,0.009,0.001,0
"false","[A, B, C, E]",11.13,0.0,11.136,0.012,11.117,11.155,true,0.006,0.001,0
"false","[A, B, C, F]",11.22,0.0,11.232,0.003,11.227,11.237,false,0.012,0.001,0
"false","[A, B, D, E]",7.23,0.0,7.229,0.004,7.223,7.236,true,0.001,0,0
"false","[A, B, D, F]",7.32,0.0,7.33,0.008,7.317,7.342,true,0.01,0.001,0
"false","[A, C, D, E]",8.33,0.0,8.332,0.005,8.324,8.341,true,0.002,0,0
"false","[A, B, C, G]",11.33,0.0,11.337,0.013,11.316,11.357,true,0.007,0.001,0
"false","[B, C, D, E]",2.42,0.0,2.425,0.008,2.413,2.438,true,0.005,0.002,0
"false","[A, B, D, G]",7.43,0.0,7.436,0.014,7.414,7.457,true,0.006,0.001,0
"false","[A, B, C, H]",11.43,0.0,11.439,0.014,11.417,11.462,true,0.009,0.001,0
"false","[A, B, E, F]",7.43,0.0,7.431,0.012,7.412,7.449,true,0.001,0,0
"false","[A, C, D, F]",8.43,0.0,8.439,0.012,8.419,8.458,true,0.009,0.001,0
"false","[B, C, D, F]",2.52,0.0,2.521,0.007,2.509,2.532,true,0.001,0,0
"false","[A, C, E, F]",8.53,0.0,8.531,0.012,8.512,8.549,true,0.001,0,0
"false","[A, C, D, G]",8.54,0.0,8.534,0.013,8.513,8.554,true,0.006,0.001,0
"false","[A, B, C, I]",11.54,0.0,11.538,0.012,11.519,11.557,true,0.002,0,0
"false","[A, B, D, H]",7.52,0.0,7.533,0.008,7.52,7.547,true,0.013,0.002,0
"false","[A, B, E, G]",7.53,0.0,7.532,0.006,7.523,7.541,true,0.002,0,0
"false","[A, B, D, I]",7.63,0.0,7.631,0.009,7.617,7.645,true,0.001,0,0
"false","[A, C, E, G]",8.63,0.0,8.631,0.006,8.622,8.64,true,0.001,0,0
"false","[A, B, C, J]",10.63,0.0,10.635,0.012,10.616,10.654,true,0.005,0,0
"false","[A, B, E, H]",7.63,0.0,7.632,0.016,7.607,7.657,true,0.002,0,0
"false","[B, C, E, F]",2.61,0.0,2.626,0.008,2.613,2.638,false,0.016,0.006,0
"false","[A, D, E, F]",4.64,0.0,9.633,0.013,9.613,9.653,false,4.993,0.518,24.93
"false","[A, B, F, G]",7.62,0.0,7.637,0.019,7.607,7.666,true,0.017,0.002,0
"false","[B, C, D, G]",2.64,0.0,2.623,0.009,2.609,2.638,false,0.017,0.006,0
"false","[A, C, D, H]",8.63,0.0,8.63,0.014,8.608,8.652,true,0,0,0
"false","[A, C, E, H]",8.73,0.0,8.726,0.003,8.722,8.731,true,0.004,0,0
"false","[B, C, D, H]",2.73,0.0,2.722,0.009,2.707,2.737,true,0.008,0.003,0
"false","[A, C, F, G]",8.73,0.0,8.733,0.011,8.716,8.751,true,0.003,0,0
"false","[B, D, E, F]",2.72,0.0,7.734,0.017,7.706,7.761,false,5.014,0.648,25.14
"false","[A, C, D, I]",8.74,0.0,8.731,0.009,8.718,8.745,true,0.009,0.001,0
"false","[A, B, E, I]",7.74,0.0,7.729,0.005,7.721,7.737,false,0.011,0.001,0
"false","[B, C, E, G]",2.72,0.0,2.726,0.009,2.712,2.741,true,0.006,0.002,0
"false","[A, B, F, H]",7.72,0.0,7.731,0.008,7.718,7.744,true,0.011,0.001,0
"false","[A, B, D, J]",6.72,0.0,6.728,0.007,6.716,6.74,true,0.008,0.001,0
"false","[A, D, E, G]",4.74,0.0,4.73,0.011,4.712,4.748,true,0.01,0.002,0
"false","[A, B, E, J]",6.84,0.0,6.829,0.008,6.817,6.841,true,0.011,0.002,0
"false","[A, C, E, I]",8.84,0.0,8.838,0.015,8.814,8.862,true,0.002,0,0
"false","[B, C, F, G]",2.82,0.0,2.824,0.004,2.818,2.83,true,0.004,0.001,0
"false","[A, C, F, H]",8.83,0.0,8.834,0.01,8.818,8.85,true,0.004,0,0
"false","[A, B, G, H]",7.82,0.0,7.829,0.008,7.816,7.841,true,0.009,0.001,0
"false","[B, C, E, H]",2.82,0.0,2.826,0.011,2.808,2.843,true,0.006,0.002,0
"false","[A, C, D, J]",7.83,0.0,7.826,0.007,7.814,7.838,true,0.004,0.001,0
"false","[B, D, E, G]",2.83,0.0,2.826,0.007,2.815,2.837,true,0.004,0.001,0
"false","[A, D, F, G]",4.84,0.0,4.83,0.009,4.815,4.845,true,0.01,0.002,0
"false","[C, D, E, F]",2.81,0.0,7.828,0.009,7.813,7.843,false,5.018,0.641,25.18
"false","[A, D, E, H]",4.83,0.0,4.83,0.008,4.816,4.843,true,0,0,0
"false","[B, C, D, I]",2.84,0.0,2.823,0.006,2.813,2.833,false,0.017,0.006,0
"false","[A, B, F, I]",7.83,0.0,7.832,0.012,7.814,7.851,true,0.002,0,0
"false","[B, C, F, H]",2.92,0.0,2.924,0.007,2.913,2.935,true,0.004,0.001,0
"false","[C, D, E, G]",2.92,0.0,2.919,0.004,2.913,2.925,true,0.001,0,0
"false","[A, E, F, G]",4.94,0.0,4.927,0.01,4.91,4.943,true,0.013,0.003,0
"false","[A, C, E, J]",7.94,0.0,7.924,0.007,7.914,7.935,false,0.016,0.002,0
"false","[A, B, F, J]",6.92,0.0,6.922,0.007,6.912,6.933,true,0.002,0,0
"false","[A, D, F, H]",4.93,0.0,4.924,0.007,4.913,4.934,true,0.006,0.001,0
"false","[B, C, E, I]",2.93,0.0,2.92,0.013,2.899,2.941,true,0.01,0.003,0
"false","[A, D, E, I]",4.94,0.0,4.923,0.008,4.911,4.936,false,0.017,0.003,0
"false","[B, D, F, G]",2.93,0.0,2.918,0.006,2.909,2.927,false,0.012,0.004,0
"false","[B, D, E, H]",2.92,0.0,2.921,0.008,2.908,2.935,true,0.001,0,0
"false","[A, B, G, I]",7.93,0.0,7.928,0.009,7.914,7.942,true,0.002,0,0
"false","[A, C, G, H]",8.93,0.0,8.93,0.01,8.913,8.946,true,0,0,0
"false","[B, C, D, J]",1.93,0.0,1.916,0.007,1.905,1.928,false,0.014,0.007,0
"false","[A, C, F, I]",8.94,0.0,8.928,0.006,8.919,8.938,false,0.012,0.001,0
"false","[A, B, H, I]",8.02,0.0,8.03,0.011,8.012,8.048,true,0.01,0.001,0
"false","[A, E, F, H]",5.04,0.0,5.026,0.004,5.02,5.033,false,0.014,0.003,0
"false","[A, C, F, J]",8.03,0.0,8.029,0.011,8.012,8.046,true,0.001,0,0
"false","[A, D, F, I]",5.04,0.0,5.023,0.005,5.015,5.031,false,0.017,0.003,0
"false","[B, C, F, I]",3.03,0.0,3.024,0.006,3.014,3.034,true,0.006,0.002,0
"false","[B, C, G, H]",3.03,0.0,3.02,0.009,3.006,3.035,true,0.01,0.003,0
"false","[A, D, E, J]",4.04,0.0,4.023,0.008,4.01,4.036,false,0.017,0.004,0
"false","[B, E, F, G]",3.02,0.0,3.019,0.008,3.006,3.033,true,0.001,0,0
"false","[A, C, G, I]",9.04,0.0,9.032,0.011,9.014,9.05,true,0.008,0.001,0
"false","[A, B, G, J]",7.02,0.0,7.028,0.008,7.016,7.04,true,0.008,0.001,0
"false","[B, D, F, H]",3.02,0.0,3.024,0.01,3.008,3.04,true,0.004,0.001,0
"false","[B, C, E, J]",2.03,0.0,2.02,0.01,2.005,2.036,true,0.01,0.005,0
"false","[C, D, E, H]",3.01,0.0,3.023,0.008,3.01,3.036,true,0.013,0.004,0
"false","[B, D, E, I]",3.03,0.0,3.024,0.008,3.011,3.036,true,0.006,0.002,0
"false","[C, D, F, G]",3.03,0.0,3.021,0.009,3.007,3.034,true,0.009,0.003,0
"false","[A, D, G, H]",5.03,0.0,5.021,0.004,5.014,5.027,false,0.009,0.002,0
"false","[A, B, H, J]",7.12,0.0,7.124,0.01,7.108,7.14,true,0.004,0.001,0
"false","[C, D, E, I]",3.12,0.0,3.119,0.006,3.11,3.127,true,0.001,0,0
"false","[B, D, G, H]",3.13,0.0,3.123,0.009,3.11,3.137,true,0.007,0.002,0
"false","[A, D, F, J]",4.13,0.0,4.125,0.01,4.109,4.14,true,0.005,0.001,0
"false","[C, E, F, G]",3.11,0.0,3.126,0.007,3.114,3.138,false,0.016,0.005,0
"false","[A, E, F, I]",5.15,0.0,5.128,0.009,5.114,5.142,false,0.022,0.004,0
"false","[A, E, G, H]",5.13,0.0,5.129,0.008,5.117,5.141,true,0.001,0,0
"false","[B, C, G, I]",3.14,0.0,3.12,0.009,3.105,3.134,false,0.02,0.006,0
"false","[B, D, E, J]",2.13,0.0,2.121,0.008,2.108,2.134,true,0.009,0.004,0
"false","[A, C, G, J]",8.13,0.0,8.131,0.014,8.109,8.154,true,0.001,0,0
"false","[B, E, F, H]",3.12,0.0,3.124,0.007,3.113,3.135,true,0.004,0.001,0
"false","[C, D, F, H]",3.12,0.0,3.125,0.01,3.109,3.141,true,0.005,0.002,0
"false","[A, D, G, I]",5.14,0.0,5.125,0.011,5.107,5.143,true,0.015,0.003,0
"false","[B, D, F, I]",3.13,0.0,3.12,0.007,3.109,3.131,true,0.01,0.003,0
"false","[A, C, H, I]",9.13,0.0,9.135,0.014,9.113,9.157,true,0.005,0.001,0
"false","[B, C, F, J]",2.12,0.0,2.121,0.005,2.113,2.129,true,0.001,0,0
"false","[A, E, G, I]",5.24,0.0,5.229,0.006,5.22,5.238,false,0.011,0.002,0
"false","[A, D, H, I]",5.22,0.0,5.231,0.008,5.218,5.244,true,0.011,0.002,0
"false","[D, E, F, G]",3.23,0.0,8.226,0.011,8.208,8.244,false,4.996,0.607,24.96
"false","[A, B, I, J]",7.22,0.0,7.231,0.009,7.217,7.246,true,0.011,0.002,0
"false","[B, C, G, J]",2.23,0.0,2.218,0.006,2.209,2.228,false,0.012,0.005,0
"false","[B, E, F, I]",3.23,0.0,3.225,0.01,3.21,3.241,true,0.005,0.002,0
"false","[B, D, F, J]",2.22,0.0,2.223,0.009,2.209,2.236,true,0.003,0.001,0
"false","[B, D, G, I]",3.24,0.0,3.224,0.015,3.199,3.248,true,0.016,0.005,0
"false","[A, C, H, J]",8.23,0.0,8.229,0.013,8.208,8.25,true,0.001,0,0
"false","[C, D, F, I]",3.23,0.0,3.22,0.004,3.213,3.227,false,0.01,0.003,0
"false","[B, C, H, I]",3.23,0.0,3.22,0.008,3.208,3.232,true,0.01,0.003,0
"false","[C, D, G, H]",3.23,0.0,3.223,0.007,3.212,3.235,true,0.007,0.002,0
"false","[C, D, E, J]",2.22,0.0,2.219,0.009,2.205,2.234,true,0.001,0,0
"false","[A, D, G, J]",4.23,0.0,4.222,0.008,4.21,4.235,true,0.008,0.002,0
"false","[B, E, G, H]",3.22,0.0,3.224,0.008,3.212,3.237,true,0.004,0.001,0
"false","[A, E, F, J]",4.25,0.0,4.23,0.01,4.214,4.247,false,0.02,0.005,0
"false","[A, F, G, H]",5.23,0.0,5.227,0.008,5.215,5.24,true,0.003,0.001,0
"false","[C, E, F, H]",3.21,0.0,3.221,0.012,3.202,3.24,true,0.011,0.003,0
"false","[C, D, F, J]",2.32,0.0,2.322,0.007,2.311,2.334,true,0.002,0.001,0
"false","[A, C, I, J]",8.33,0.0,8.33,0.011,8.312,8.348,true,0,0,0
"false","[B, E, F, J]",2.33,0.0,2.32,0.006,2.312,2.329,false,0.01,0.004,0
"false","[B, E, G, I]",3.33,0.0,3.324,0.01,3.308,3.339,true,0.006,0.002,0
"false","[A, E, G, J]",4.34,0.0,4.325,0.01,4.309,4.341,true,0.015,0.003,0
