measured,configuration,config_crusher,config_crusher_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD]",21.47,0.0,18.809,0.43,17.741,19.877,false,2.661,0.141,7.081
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",15.199,0.0,14.019,0.267,13.356,14.682,false,1.18,0.084,1.392
"false","[MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",25.869,0.0,24.376,0.725,22.574,26.177,true,1.493,0.061,2.229
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",5.782,0.0,5.92,0.092,5.691,6.15,true,0.138,0.023,0.019
"false","[FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",25.634,0.0,24.163,0.102,23.909,24.418,false,1.471,0.061,2.164
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",9.669,0.0,9.268,0.351,8.397,10.139,true,0.401,0.043,0.161
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, CLOCK]",12.902,0.0,8.558,0.125,8.248,8.868,false,4.344,0.508,18.87
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.663,0.0,19.224,0.415,18.192,20.255,true,0.439,0.023,0.193
"true","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",75.756,0.0,74.644,0.651,73.027,76.261,true,1.112,0.015,1.237
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",30.552,0.0,30.136,0.492,28.913,31.358,true,0.416,0.014,0.173
"false","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",74.03,0.0,74.426,0.367,73.514,75.338,true,0.396,0.005,0.157
"false","[DISKSYNC, CLOCK]",50.004,0.0,48.612,0.499,47.373,49.851,false,1.392,0.029,1.938
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.905,0.0,9.201,0.356,8.317,10.086,true,0.704,0.077,0.496
"false","[TRANSIENTMODE, FILESIZETHRESHOLD]",6.005,0.0,6.235,0.429,5.168,7.301,true,0.23,0.037,0.053
"false","[DEEPCOPY, MONITOR, DISKSYNC, CLOCK]",57.318,0.0,56,0.716,54.222,57.778,true,1.318,0.024,1.737
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",12.915,0.0,8.793,0.152,8.415,9.171,false,4.122,0.469,16.991
"false","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",74.168,0.0,74.463,0.345,73.606,75.321,true,0.295,0.004,0.087
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, FILESIZETHRESHOLD]",5.947,0.0,6.031,0.174,5.598,6.464,true,0.084,0.014,0.007
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER]",10.153,0.0,8.584,0.513,7.31,9.858,false,1.569,0.183,2.462
"true","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER]",21.419,0.0,19.223,0.51,17.956,20.489,false,2.196,0.114,4.822
"false","[TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",5.957,0.0,6.178,0.324,5.372,6.984,true,0.221,0.036,0.049
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, FILESIZETHRESHOLD, CLOCK]",5.732,0.0,5.832,0.047,5.715,5.949,true,0.1,0.017,0.01
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",12.736,0.0,8.583,0.22,8.036,9.131,false,4.153,0.484,17.247
"false","[MONITOR, SNAPSHOTSERIALIZER, CLOCK]",14.564,0.0,14.202,0.535,12.873,15.53,true,0.362,0.025,0.131
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD]",21.22,0.0,18.813,0.349,17.947,19.68,false,2.407,0.128,5.794
"true","[DEEPCOPY, TRANSIENTMODE]",10.152,0.0,8.967,1.083,6.276,11.658,true,1.185,0.132,1.404
"false","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",32.109,0.0,29.499,0.1,29.25,29.747,false,2.61,0.088,6.812
"false","[FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",25.87,0.0,24.731,0.656,23.101,26.361,true,1.139,0.046,1.297
"false","[TRANSIENTMODE, FILESIZETHRESHOLD, CLOCK]",5.79,0.0,6.575,0.029,6.504,6.647,false,0.785,0.119,0.616
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.744,0.0,18.556,0.315,17.775,19.338,false,1.188,0.064,1.411
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, CLOCK]",30.553,0.0,30.62,0.811,28.605,32.635,true,0.067,0.002,0.004
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER]",15.414,0.0,13.703,0.184,13.245,14.161,false,1.711,0.125,2.928
"false","[TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.006,0.0,6.105,0.525,4.802,7.408,true,0.099,0.016,0.01
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, CLOCK]",12.747,0.0,9.117,0.1,8.868,9.366,false,3.63,0.398,13.177
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.662,0.0,18.939,0.617,17.407,20.471,true,0.723,0.038,0.523
"true","[FILEAGETHRESHOLD, JOURNALSERIALIZER]",20.307,0.0,18.317,0.241,17.719,18.915,false,1.99,0.109,3.96
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, CLOCK]",5.781,0.0,6.314,0.41,5.295,7.333,true,0.533,0.084,0.284
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",5.936,0.0,6.072,0.398,5.082,7.062,true,0.136,0.022,0.018
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",12.924,0.0,8.932,0.573,7.509,10.355,false,3.992,0.447,15.936
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, CLOCK]",55.797,0.0,55.607,0.949,53.25,57.963,true,0.19,0.003,0.036
"false","[MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",25.87,0.0,24.085,1.256,20.964,27.206,true,1.785,0.074,3.186
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC]",6.163,0.0,6.385,0.471,5.215,7.556,true,0.222,0.035,0.049
"false","[MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",55.991,0.0,52.712,0.303,51.961,53.464,false,3.279,0.062,10.752
"false","[DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",57.152,0.0,55.881,0.279,55.189,56.574,false,1.271,0.023,1.615
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",25.804,0.0,23.597,0.334,22.768,24.427,false,2.207,0.094,4.871
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",32.153,0.0,29.635,0.426,28.576,30.693,false,2.518,0.085,6.34
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",57.855,0.0,55.081,0.534,53.755,56.406,false,2.774,0.05,7.695
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",10.037,0.0,9.41,0.317,8.624,10.196,true,0.627,0.067,0.393
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.733,0.0,6.388,0.228,5.822,6.954,false,0.655,0.103,0.429
"false","[DEEPCOPY, TRANSIENTMODE, CLOCK]",12.735,0.0,8.661,0.596,7.179,10.142,false,4.074,0.47,16.597
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",25.803,0.0,23.948,0.561,22.554,25.343,false,1.855,0.077,3.441
"false","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",56.01,0.0,52.901,0.168,52.484,53.319,false,3.109,0.059,9.666
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",12.756,0.0,8.588,0.404,7.584,9.591,false,4.168,0.485,17.372
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, CLOCK]",19.622,0.0,18.834,0.077,18.643,19.026,false,0.788,0.042,0.621
"true","[FILEAGETHRESHOLD, DISKSYNC]",48.698,0.0,47.193,0.264,46.538,47.848,false,1.505,0.032,2.265
"false","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER]",53.048,0.0,55.397,0.535,54.067,56.727,false,2.349,0.042,5.518
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.796,0.0,9.2,0.505,7.945,10.454,true,0.596,0.065,0.355
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER]",10.165,0.0,8.64,0.171,8.215,9.065,false,1.525,0.177,2.326
"false","[JOURNALSERIALIZER, CLOCK]",20.418,0.0,18.684,0.522,17.387,19.981,false,1.734,0.093,3.007
"false","[DEEPCOPY, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",23.492,0.0,24.948,1.249,21.846,28.051,true,1.456,0.058,2.12
"false","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",75.894,0.0,74.541,0.761,72.65,76.432,true,1.353,0.018,1.831
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",75.925,0.0,74.691,0.667,73.036,76.347,true,1.234,0.017,1.523
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, CLOCK]",30.428,0.0,29.953,0.301,29.206,30.7,true,0.475,0.016,0.226
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",74.199,0.0,74.503,0.366,73.593,75.414,true,0.304,0.004,0.092
"false","[DISKSYNC]",50.219,0.0,47.465,0.29,46.745,48.185,false,2.754,0.058,7.585
"true","[JOURNALSERIALIZER]",20.182,0.0,19.265,1.608,15.272,23.258,true,0.917,0.048,0.841
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, CLOCK]",19.693,0.0,18.579,0.26,17.934,19.224,false,1.114,0.06,1.241
"false","[DEEPCOPY, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",26.075,0.0,23.967,0.488,22.754,25.18,false,2.108,0.088,4.444
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",26.039,0.0,24.332,0.13,24.009,24.654,false,1.707,0.07,2.914
"false","[TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD]",6.172,0.0,6.211,0.253,5.583,6.839,true,0.039,0.006,0.002
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR]",10.319,0.0,8.442,0.246,7.831,9.053,false,1.877,0.222,3.523
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",56.392,0.0,53.661,0.721,51.87,55.451,false,2.731,0.051,7.458
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD]",10.173,0.0,8.627,0.436,7.544,9.709,false,1.546,0.179,2.39
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",32.278,0.0,30.207,0.981,27.769,32.645,true,2.071,0.069,4.289
"false","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",55.631,0.0,55.614,0.529,54.298,56.929,true,0.017,0,0
"false","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",74.029,0.0,74.326,0.837,72.247,76.406,true,0.297,0.004,0.088
"false","[DEEPCOPY, MONITOR, FILESIZETHRESHOLD]",23.658,0.0,23.878,0.239,23.284,24.472,true,0.22,0.009,0.048
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC]",53.214,0.0,55.057,1.1,52.325,57.789,true,1.843,0.033,3.397
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",5.948,0.0,6.122,0.425,5.067,7.177,true,0.174,0.028,0.03
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, CLOCK]",10.273,0.0,9.073,0.156,8.686,9.46,false,1.2,0.132,1.44
"false","[TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.791,0.0,6.092,0.267,5.427,6.756,true,0.301,0.049,0.091
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER]",32.279,0.0,30.095,0.643,28.497,31.693,false,2.184,0.073,4.77
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",26.04,0.0,23.794,0.562,22.398,25.19,false,2.246,0.094,5.045
"false","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",30.383,0.0,30.026,0.114,29.743,30.31,false,0.357,0.012,0.127
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",57.319,0.0,55.875,0.338,55.034,56.716,false,1.444,0.026,2.085
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",56.176,0.0,52.951,0.117,52.66,53.241,false,3.225,0.061,10.401
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",12.866,0.0,8.851,0.345,7.993,9.71,false,4.015,0.454,16.12
"false","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",75.893,0.0,74.886,0.585,73.433,76.339,true,1.007,0.013,1.014
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",5.948,0.0,6.468,0.038,6.375,6.562,false,0.52,0.08,0.27
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",30.427,0.0,29.56,0.41,28.542,30.578,true,0.867,0.029,0.752
"false","[DEEPCOPY, MONITOR]",19.127,0.0,18.242,0.087,18.027,18.457,false,0.885,0.049,0.783
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",75.924,0.0,74.076,0.535,72.747,75.405,false,1.848,0.025,3.415
"false","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER, FILESIZETHRESHOLD]",37.438,0.0,35.382,0.32,34.587,36.178,false,2.056,0.058,4.227
"false","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",10.032,0.0,9.581,0.349,8.715,10.447,true,0.451,0.047,0.203
"false","[TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",5.937,0.0,6.299,0.232,5.721,6.876,true,0.362,0.057,0.131
"false","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER]",48.699,0.0,47.53,0.854,45.408,49.651,true,1.169,0.025,1.367
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, CLOCK]",22.345,0.0,18.827,0.748,16.968,20.687,false,3.518,0.187,12.376
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.744,0.0,18.855,0.118,18.563,19.147,false,0.889,0.047,0.79
"false","[DEEPCOPY, JOURNALSERIALIZER, CLOCK]",30.259,0.0,29.691,0.415,28.66,30.722,true,0.568,0.019,0.323
"false","[SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",18.928,0.0,18.166,0.172,17.738,18.594,false,0.762,0.042,0.581
"false","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",9.918,0.0,9.364,0.433,8.287,10.441,true,0.554,0.059,0.307
"false","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER, CLOCK]",30.384,0.0,29.985,0.079,29.789,30.182,false,0.399,0.013,0.159
"false","[SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.143,0.0,18.047,0.354,17.167,18.928,false,1.096,0.061,1.201
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",9.668,0.0,9.374,0.252,8.748,10,true,0.294,0.031,0.086
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD, CLOCK]",26.318,0.0,24.243,1.025,21.696,26.79,true,2.075,0.086,4.306
"false","[DEEPCOPY, JOURNALSERIALIZER]",31.985,0.0,30.433,1.125,27.637,33.229,true,1.552,0.051,2.409
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.904,0.0,9.626,0.436,8.543,10.71,true,0.278,0.029,0.077
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD]",23.735,0.0,24.248,0.557,22.865,25.632,true,0.513,0.021,0.263
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",10.34,0.0,8.777,0.193,8.297,9.258,false,1.563,0.178,2.443
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",5.949,0.0,5.915,0.104,5.656,6.175,true,0.034,0.006,0.001
"false","[DEEPCOPY, JOURNALSERIALIZER, FILESIZETHRESHOLD]",37.268,0.0,35.805,0.236,35.218,36.392,false,1.463,0.041,2.14
"false","[SNAPSHOTSERIALIZER, CLOCK]",14.397,0.0,13.843,0.233,13.263,14.422,true,0.554,0.04,0.307
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",10.103,0.0,9.338,0.215,8.805,9.872,false,0.765,0.082,0.585
"false","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.796,0.0,9.194,0.107,8.929,9.46,false,0.602,0.065,0.362
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",56.391,0.0,53.571,0.868,51.415,55.727,false,2.82,0.053,7.952
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",12.865,0.0,9.059,0.71,7.295,10.824,false,3.806,0.42,14.486
"false","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.154,0.0,9.236,0.321,8.44,10.033,false,0.918,0.099,0.843
"false","[TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER]",6.152,0.0,6.065,0.398,5.076,7.055,true,0.087,0.014,0.008
"false","[FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.22,0.0,18.192,0.152,17.814,18.57,false,1.028,0.057,1.057
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",10.283,0.0,8.55,0.225,7.99,9.11,false,1.733,0.203,3.003
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, CLOCK]",19.791,0.0,19.013,0.5,17.77,20.256,true,0.778,0.041,0.605
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",10.103,0.0,9.65,0.215,9.115,10.185,true,0.453,0.047,0.205
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.115,0.0,6.28,0.445,5.174,7.387,true,0.165,0.026,0.027
"false","[TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.958,0.0,6.393,0.155,6.009,6.778,false,0.435,0.068,0.189
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",12.902,0.0,8.725,0.386,7.766,9.684,false,4.177,0.479,17.447
"false","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",35.712,0.0,35.359,0.865,33.211,37.507,true,0.353,0.01,0.125
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",64.357,0.0,61.33,0.328,60.515,62.145,false,3.027,0.049,9.163
"false","[DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",50.005,0.0,48.991,1.824,44.46,53.522,true,1.014,0.021,1.028
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",21.639,0.0,19.048,0.361,18.151,19.945,false,2.591,0.136,6.713
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",21.588,0.0,18.956,0.428,17.893,20.018,false,2.632,0.139,6.927
"false","[MONITOR, DISKSYNC, FILESIZETHRESHOLD]",56.206,0.0,52.863,0.414,51.834,53.893,false,3.343,0.063,11.176
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.867,0.0,9.372,0.235,8.788,9.956,true,0.495,0.053,0.245
"false","[FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, CLOCK]",15.032,0.0,13.581,0.228,13.015,14.147,false,1.451,0.107,2.105
"true","[DEEPCOPY, DISKSYNC, FILESIZETHRESHOLD]",60.388,0.0,61.557,0.136,61.219,61.895,false,1.169,0.019,1.367
"false","[DEEPCOPY, MONITOR, FILESIZETHRESHOLD, CLOCK]",26.241,0.0,23.948,0.105,23.688,24.209,false,2.293,0.096,5.258
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",10.282,0.0,8.662,0.395,7.681,9.643,false,1.62,0.187,2.624
"false","[TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.006,0.0,6.243,0.275,5.559,6.927,true,0.237,0.038,0.056
"false","[DEEPCOPY, FILEAGETHRESHOLD, JOURNALSERIALIZER]",32.11,0.0,29.479,0.125,29.167,29.79,false,2.631,0.089,6.922
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.494,0.0,18.838,0.319,18.045,19.632,true,0.656,0.035,0.43
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",10.332,0.0,8.639,0.057,8.498,8.78,false,1.693,0.196,2.866
"true","[DEEPCOPY, DISKSYNC, CLOCK]",57.151,0.0,56.316,0.579,54.878,57.754,true,0.835,0.015,0.697
"false","[TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",5.77,0.0,6.017,0.268,5.352,6.682,true,0.247,0.041,0.061
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",19.862,0.0,18.664,0.591,17.195,20.133,true,1.198,0.064,1.435
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",12.923,0.0,8.827,0.304,8.072,9.581,false,4.096,0.464,16.777
"true","[DEEPCOPY, FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER]",69.254,0.0,67.872,0.247,67.258,68.486,false,1.382,0.02,1.91
"false","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",48.484,0.0,48.135,0.262,47.484,48.786,true,0.349,0.007,0.122
"false","[FILEAGETHRESHOLD, SNAPSHOTSERIALIZER]",15.247,0.0,13.22,0.185,12.761,13.679,false,2.027,0.153,4.109
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",21.389,0.0,18.572,0.31,17.802,19.342,false,2.817,0.152,7.935
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",10.032,0.0,9.067,0.024,9.008,9.126,false,0.965,0.106,0.931
"false","[FILEAGETHRESHOLD, JOURNALSERIALIZER, CLOCK]",20.543,0.0,18.552,0.278,17.861,19.242,false,1.991,0.107,3.964
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",57.619,0.0,54.294,0.276,53.608,54.98,false,3.325,0.061,11.056
"true","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER]",21.348,0.0,19.11,0.262,18.459,19.762,false,2.238,0.117,5.009
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",12.914,0.0,9.007,0.314,8.228,9.786,false,3.907,0.434,15.265
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",5.9,0.0,5.818,0.112,5.54,6.096,true,0.082,0.014,0.007
