measured,configuration,feature_wise,feature_wise_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"false","[FORWARD, BASE, ADDRESSBOOK]",0.0,0.0,15.817,0.063,15.717,15.917,false,15.817,1,250.177
"false","[DECRYPT, KEYS, FORWARD, VERIFY, ENCRYPT, AUTORESPONDER, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,65.384,0.63,64.382,66.386,false,65.384,1,4275.067
"false","[KEYS, VERIFY, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,13.022,0.012,13.002,13.041,false,13.022,1,169.572
"false","[KEYS, VERIFY, SIGN, BASE]",0.0,0.0,9.769,0.042,9.703,9.835,false,9.769,1,95.433
"false","[KEYS, AUTORESPONDER, BASE, ADDRESSBOOK]",0.0,0.0,12.971,0.044,12.901,13.041,false,12.971,1,168.247
"false","[KEYS, FORWARD, VERIFY, SIGN, BASE]",0.0,0.0,21.792,0.3,21.314,22.27,false,21.792,1,474.891
"false","[DECRYPT, KEYS, VERIFY, ENCRYPT, AUTORESPONDER, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,39.506,0.048,39.43,39.582,false,39.506,1,1560.724
"true","[BASE, ADDRESSBOOK]",0.0,0.0,2.109,0.008,2.097,2.121,false,2.109,1,4.448
"false","[DECRYPT, KEYS, VERIFY, ENCRYPT, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,27.772,0.396,27.142,28.401,false,27.772,1,771.284
"false","[DECRYPT, KEYS, FORWARD, ENCRYPT, BASE]",0.0,0.0,35.734,0.046,35.661,35.808,false,35.734,1,1276.919
"true","[AUTORESPONDER, BASE]",0.0,0.0,5.558,0.042,5.492,5.625,false,5.558,1,30.891
"false","[DECRYPT, KEYS, ENCRYPT, BASE, ADDRESSBOOK]",0.0,0.0,21.337,0.108,21.165,21.509,false,21.337,1,455.268
"false","[DECRYPT, KEYS, VERIFY, ENCRYPT, SIGN, BASE]",0.0,0.0,21.533,0.036,21.476,21.591,false,21.533,1,463.67
"false","[KEYS, FORWARD, VERIFY, AUTORESPONDER, SIGN, BASE, ADDRESSBOOK]",0.0,0.0,39.358,0.034,39.304,39.412,false,39.358,1,1549.052
"false","[DECRYPT, KEYS, FORWARD, ENCRYPT, BASE, ADDRESSBOOK]",0.0,0.0,43.139,0.067,43.032,43.245,false,43.139,1,1860.973
"false","[KEYS, FORWARD, VERIFY, AUTORESPONDER, SIGN, BASE]",0.0,0.0,32.89,0.07,32.778,33.002,false,32.89,1,1081.752
"true","[FORWARD, BASE]",0.0,0.0,11.585,0.028,11.54,11.63,false,11.585,1,134.212
"false","[AUTORESPONDER, BASE, ADDRESSBOOK]",0.0,0.0,8.701,0.157,8.451,8.952,false,8.701,1,75.707
"false","[DECRYPT, KEYS, ENCRYPT, AUTORESPONDER, BASE]",0.0,0.0,24.743,0.05,24.664,24.823,false,24.743,1,612.216
"false","[DECRYPT, KEYS, ENCRYPT, AUTORESPONDER, BASE, ADDRESSBOOK]",0.0,0.0,30.887,0.478,30.126,31.647,false,30.887,1,954.007

Total: 40
MSE: 1007.139
RMSE: 31.735
MAPE: 100
Measured within ci: 0
Measured outside ci: 4
Predicted within ci: 0
Predicted outside ci: 36
Valid configs: 35.0
