measured,configuration,feature_wise,feature_wise_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[MONTHSORT, NUMERICSORT, CHECK, REVERSE, GENERALNUMERICSORT, IGNORECASE]",-34.33,0.0,1.554,0,0,0,false,35.884,23.091,1287.661
"false","[MONTHSORT, DICTIONARYORDER, REVERSE, GENERALNUMERICSORT]",101.86,0.0,103.882,0,0,0,false,2.022,0.019,4.088
"false","[VERSIONSORT, HUMANNUMERICSORT, NUMERICSORT, UNIQUE, CHECK, IGNORECASE]",-65.57,0.0,1.583,0,0,0,false,67.153,42.421,4509.525
"false","[IGNORELEADINGBLANKS, NUMERICSORT]",3.47,0.0,3.658,0,0,0,false,0.188,0.051,0.035
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, GENERALNUMERICSORT, IGNORECASE]",176.94,0.0,290.226,0,0,0,false,113.286,0.39,12833.718
"false","[VERSIONSORT, MONTHSORT, UNIQUE, CHECK, REVERSE, IGNORECASE]",1.58,0.0,1.595,0,0,0,false,0.015,0.009,0
"false","[HUMANNUMERICSORT, UNIQUE, CHECK, REVERSE, GENERALNUMERICSORT]",32.82,0.0,1.561,0,0,0,false,31.259,20.025,977.125
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, GENERALNUMERICSORT, IGNORECASE]",176.94,0.0,285.88,0,0,0,false,108.94,0.381,11867.924
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, CHECK]",76.66,0.0,109.001,0,0,0,false,32.341,0.297,1045.94
"false","[MERGE, DICTIONARYORDER, CHECK, IGNORECASE]",76.66,0.0,143.884,0,0,0,false,67.224,0.467,4519.066
"false","[IGNORELEADINGBLANKS, VERSIONSORT, NUMERICSORT, MERGE, DICTIONARYORDER, REVERSE]",78.55,0.0,17.895,0,0,0,false,60.655,3.389,3679.029
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, DICTIONARYORDER, REVERSE, IGNORECASE]",70.62,0.0,40.353,0,0,0,false,30.267,0.75,916.091
"false","[VERSIONSORT, MONTHSORT, NUMERICSORT, MERGE, DICTIONARYORDER, REVERSE]",78.55,0.0,16.591,0,0,0,false,61.959,3.734,3838.918
"false","[IGNORELEADINGBLANKS, MONTHSORT, UNIQUE, DICTIONARYORDER, GENERALNUMERICSORT, IGNORECASE]",101.86,0.0,124.349,0,0,0,false,22.489,0.181,505.755
"false","[IGNORELEADINGBLANKS, VERSIONSORT, UNIQUE, CHECK, REVERSE, IGNORECASE]",1.58,0.0,1.584,0,0,0,false,0.004,0.003,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MONTHSORT, HUMANNUMERICSORT, UNIQUE, CHECK, REVERSE, IGNORECASE]",1.58,0.0,1.593,0,0,0,false,0.013,0.008,0
"false","[MONTHSORT, NUMERICSORT, UNIQUE, DICTIONARYORDER]",3.47,0.0,30.036,0,0,0,false,26.566,0.884,705.752
"false","[MONTHSORT, HUMANNUMERICSORT, DICTIONARYORDER, REVERSE, IGNORECASE]",70.62,0.0,83.933,0,0,0,false,13.313,0.159,177.236
"false","[IGNORELEADINGBLANKS, NUMERICSORT, CHECK, REVERSE, GENERALNUMERICSORT, IGNORECASE]",-34.33,0.0,1.554,0,0,0,false,35.884,23.091,1287.661
"false","[MONTHSORT, DICTIONARYORDER, CHECK, REVERSE]",1.58,0.0,1.593,0,0,0,false,0.013,0.008,0
"false","[VERSIONSORT, MONTHSORT, MERGE, UNIQUE, CHECK, GENERALNUMERICSORT, IGNORECASE]",107.9,0.0,281.789,0,0,0,false,173.889,0.617,30237.384
"false","[HUMANNUMERICSORT, NUMERICSORT, DICTIONARYORDER, GENERALNUMERICSORT]",34.71,0.0,3.547,0,0,0,false,31.163,8.786,971.133
"false","[MERGE, DICTIONARYORDER, GENERALNUMERICSORT, IGNORECASE]",176.94,0.0,288.774,0,0,0,false,111.834,0.387,12506.844
"false","[VERSIONSORT, MONTHSORT, HUMANNUMERICSORT, NUMERICSORT, UNIQUE, CHECK, GENERALNUMERICSORT]",-34.33,0.0,1.554,0,0,0,false,35.884,23.091,1287.661
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, CHECK, GENERALNUMERICSORT]",32.82,0.0,1.537,0,0,0,false,31.283,20.353,978.626
"false","[MONTHSORT, NUMERICSORT, DICTIONARYORDER, GENERALNUMERICSORT]",34.71,0.0,3.533,0,0,0,false,31.177,8.825,972.005
