measured,configuration,splat,splat_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.539,0,1.525,0,0,0,false,0.014,0.009,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, CHECK, REVERSE, IGNORECASE]",1.539,0,1.54,0,0,0,false,0.001,0.001,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",29.905,0,30.184,0,0,0,false,0.279,0.009,0.078
"false","[IGNORELEADINGBLANKS, MERGE, UNIQUE, CHECK, REVERSE, GENERALNUMRICSORT]",104.139,0,103.03,0,0,0,false,1.109,0.011,1.23
"false","[IGNORELEADINGBLANKS, MONTHSORT, REVERSE]",39.591,0,40.16,0,0,0,false,0.569,0.014,0.324
"false","[HUMANNUMERICSORT, CHECK, REVERSE, GENERALNUMRICSORT]",1.537,0,1.532,0,0,0,false,0.005,0.003,0
"false","[DICTIONARYORDER, CHECK, IGNORECASE]",1.551,0,1.572,0,0,0,false,0.021,0.013,0
"false","[MERGE, DICTIONARYORDER, GENERALNUMRICSORT]",283.202,0,286.925,0,0,0,false,3.723,0.013,13.861
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, GENERALNUMRICSORT]",1.538,0,1.531,0,0,0,false,0.007,0.005,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.398,0,17.316,0,0,0,false,0.082,0.005,0.007
"false","[MERGE, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT]",17.398,0,18.294,0,0,0,false,0.896,0.049,0.803
"false","[VERSIONSORT, NUMBERICSORT, DICTIONARYORDER, REVERSE]",4.839,0,4.841,0,0,0,false,0.002,0,0
"false","[MONTHSORT, MERGE, CHECK]",138.684,0,140.405,0,0,0,false,1.721,0.012,2.962
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",17.398,0,17.382,0,0,0,false,0.016,0.001,0
"false","[MERGE, NUMBERICSORT, CHECK, GENERALNUMRICSORT, IGNORECASE]",13.128,0,13.509,0,0,0,false,0.381,0.028,0.145
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",1.561,0,1.551,0,0,0,false,0.01,0.006,0
"false","[HUMANNUMERICSORT, MERGE]",138.684,0,138.792,0,0,0,false,0.108,0.001,0.012
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",13.128,0,13.23,0,0,0,false,0.102,0.008,0.01
"false","[IGNORELEADINGBLANKS, VERSIONSORT, NUMBERICSORT]",3.396,0,3.588,0,0,0,false,0.192,0.054,0.037
"false","[MONTHSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, IGNORECASE]",1.538,0,1.54,0,0,0,false,0.002,0.001,0
"false","[NUMBERICSORT, UNIQUE, REVERSE, IGNORECASE]",29.905,0,30.61,0,0,0,false,0.705,0.023,0.497
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, REVERSE, GENERALNUMRICSORT, IGNORECASE]",4.839,0,4.821,0,0,0,false,0.018,0.004,0
"false","[VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, REVERSE]",17.398,0,17.609,0,0,0,false,0.211,0.012,0.045
"false","[MONTHSORT, VERSIONSORT, DICTIONARYORDER, CHECK, REVERSE]",1.572,0,1.562,0,0,0,false,0.01,0.006,0
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER]",13.128,0,13.439,0,0,0,false,0.311,0.023,0.097
"false","[IGNORELEADINGBLANKS, VERSIONSORT, UNIQUE, DICTIONARYORDER, REVERSE]",51.164,0,51.218,0,0,0,false,0.054,0.001,0.003
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.139,0,103.27,0,0,0,false,0.869,0.008,0.755
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, REVERSE, IGNORECASE]",17.398,0,17.999,0,0,0,false,0.601,0.033,0.361
"false","[VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK]",138.684,0,140.172,0,0,0,false,1.488,0.011,2.214
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, CHECK, REVERSE, GENERALNUMRICSORT]",104.139,0,101.686,0,0,0,false,2.453,0.024,6.017
"false","[MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.398,0,16.858,0,0,0,false,0.54,0.032,0.292
"false","[IGNORELEADINGBLANKS, MONTHSORT, NUMBERICSORT, UNIQUE, CHECK, REVERSE, GENERALNUMRICSORT]",1.539,0,1.527,0,0,0,false,0.012,0.008,0
"false","[IGNORELEADINGBLANKS, MERGE, NUMBERICSORT, CHECK]",13.128,0,13.177,0,0,0,false,0.049,0.004,0.002
"true","[MERGE]",138.684,0,138.348,0,0,0,false,0.336,0.002,0.113
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",29.905,0,29.77,0,0,0,false,0.135,0.005,0.018
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, NUMBERICSORT, CHECK]",1.538,0,1.543,0,0,0,false,0.005,0.003,0
"false","[IGNORELEADINGBLANKS, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT, IGNORECASE]",283.202,0,286.473,0,0,0,false,3.271,0.011,10.699
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",128.984,0,125.646,0,0,0,false,3.338,0.027,11.142
"false","[VERSIONSORT, NUMBERICSORT, GENERALNUMRICSORT, IGNORECASE]",3.396,0,3.435,0,0,0,false,0.039,0.011,0.002
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.139,0,103.01,0,0,0,false,1.129,0.011,1.275
"false","[IGNORELEADINGBLANKS, MERGE, NUMBERICSORT, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.398,0,18.009,0,0,0,false,0.611,0.034,0.373
"false","[MONTHSORT, DICTIONARYORDER, GENERALNUMRICSORT]",101.703,0,102.162,0,0,0,false,0.459,0.004,0.211
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.537,0,1.528,0,0,0,false,0.009,0.006,0
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT]",17.398,0,17.314,0,0,0,false,0.084,0.005,0.007
"false","[CHECK, GENERALNUMRICSORT, IGNORECASE]",1.54,0,1.544,0,0,0,false,0.004,0.003,0
"false","[VERSIONSORT, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",3.396,0,3.604,0,0,0,false,0.208,0.058,0.043
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, CHECK]",1.573,0,1.561,0,0,0,false,0.012,0.008,0
"true","[MERGE, NUMBERICSORT]",13.128,0,13.611,0,0,0,false,0.483,0.035,0.233
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.398,0,17.321,0,0,0,false,0.077,0.004,0.006
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE]",17.398,0,16.794,0,0,0,false,0.604,0.036,0.365
"false","[VERSIONSORT, UNIQUE, REVERSE, IGNORECASE]",64.541,0,92.059,0,0,0,false,27.518,0.299,757.24
"false","[VERSIONSORT, GENERALNUMRICSORT, IGNORECASE]",101.703,0,100.802,0,0,0,false,0.901,0.009,0.812
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT]",13.128,0,13.538,0,0,0,false,0.41,0.03,0.168
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.139,0,104.192,0,0,0,false,0.053,0.001,0.003
"false","[MONTHSORT, VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.139,0,106.018,0,0,0,false,1.879,0.018,3.531
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, CHECK, GENERALNUMRICSORT]",283.202,0,289.174,0,0,0,false,5.972,0.021,35.665
"false","[VERSIONSORT, HUMANNUMERICSORT, REVERSE, GENERALNUMRICSORT]",103.101,0,104.617,0,0,0,false,1.516,0.014,2.298
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, CHECK]",1.538,0,1.536,0,0,0,false,0.002,0.001,0
"false","[MONTHSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",126.286,0,127.349,0,0,0,false,1.063,0.008,1.13
"false","[MONTHSORT, NUMBERICSORT]",3.396,0,3.507,0,0,0,false,0.111,0.032,0.012
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK]",13.128,0,13.121,0,0,0,false,0.007,0.001,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.398,0,16.422,0,0,0,false,0.976,0.059,0.953
"false","[MERGE, NUMBERICSORT, UNIQUE, CHECK, GENERALNUMRICSORT]",13.128,0,13.36,0,0,0,false,0.232,0.017,0.054
"false","[UNIQUE, CHECK, REVERSE, IGNORECASE]",1.572,0,1.568,0,0,0,false,0.004,0.003,0
"false","[IGNORELEADINGBLANKS, MERGE, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",17.398,0,17.868,0,0,0,false,0.47,0.026,0.221
"false","[VERSIONSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER]",30.267,0,30.135,0,0,0,false,0.132,0.004,0.017
"false","[MONTHSORT, VERSIONSORT]",85.76,0,57.45,0,0,0,false,28.31,0.493,801.456
"false","[HUMANNUMERICSORT, NUMBERICSORT, REVERSE, GENERALNUMRICSORT]",4.839,0,4.922,0,0,0,false,0.083,0.017,0.007
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, IGNORECASE]",13.128,0,13.405,0,0,0,false,0.277,0.021,0.077
"false","[IGNORELEADINGBLANKS, MERGE, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.139,0,104.233,0,0,0,false,0.094,0.001,0.009
"false","[MONTHSORT, VERSIONSORT, CHECK, REVERSE, GENERALNUMRICSORT]",1.537,0,1.528,0,0,0,false,0.009,0.006,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.139,0,104.747,0,0,0,false,0.608,0.006,0.37
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, IGNORECASE]",154.145,0,154.123,0,0,0,false,0.022,0,0
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, IGNORECASE]",113.102,0,113.626,0,0,0,false,0.524,0.005,0.275
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.398,0,17.516,0,0,0,false,0.118,0.007,0.014
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.539,0,1.534,0,0,0,false,0.005,0.003,0
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, GENERALNUMRICSORT]",283.202,0,290.578,0,0,0,false,7.376,0.025,54.405
"false","[MONTHSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.537,0,1.54,0,0,0,false,0.003,0.002,0
"false","[VERSIONSORT, MERGE, DICTIONARYORDER, CHECK, IGNORECASE]",154.145,0,136.973,0,0,0,false,17.172,0.125,294.878
"false","[VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT]",1.537,0,1.533,0,0,0,false,0.004,0.003,0
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, REVERSE, IGNORECASE]",4.839,0,4.701,0,0,0,false,0.138,0.029,0.019
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, GENERALNUMRICSORT, IGNORECASE]",13.128,0,13.785,0,0,0,false,0.657,0.048,0.432
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT]",104.139,0,103.838,0,0,0,false,0.301,0.003,0.091
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, CHECK]",138.684,0,151.845,0,0,0,false,13.161,0.087,173.212
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE, IGNORECASE]",17.398,0,17.04,0,0,0,false,0.358,0.021,0.128
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT]",104.139,0,105.247,0,0,0,false,1.108,0.011,1.228
"false","[MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT]",13.128,0,13.216,0,0,0,false,0.088,0.007,0.008
"false","[IGNORELEADINGBLANKS, REVERSE, GENERALNUMRICSORT, IGNORECASE]",103.101,0,102.21,0,0,0,false,0.891,0.009,0.794
"false","[VERSIONSORT, MERGE, CHECK, GENERALNUMRICSORT, IGNORECASE]",283.202,0,282.52,0,0,0,false,0.682,0.002,0.465
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, REVERSE, GENERALNUMRICSORT]",104.139,0,102.384,0,0,0,false,1.755,0.017,3.08
"false","[VERSIONSORT, REVERSE, GENERALNUMRICSORT]",103.101,0,103.998,0,0,0,false,0.897,0.009,0.805
"false","[MONTHSORT, CHECK]",1.573,0,1.572,0,0,0,false,0.001,0.001,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, DICTIONARYORDER, REVERSE, IGNORECASE]",41.345,0,41.374,0,0,0,false,0.029,0.001,0.001
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, IGNORECASE]",113.102,0,113.371,0,0,0,false,0.269,0.002,0.072
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",283.202,0,295.117,0,0,0,false,11.915,0.04,141.967
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, IGNORECASE]",13.128,0,13.595,0,0,0,false,0.467,0.034,0.218
"false","[VERSIONSORT, DICTIONARYORDER, REVERSE]",57.863,0,83.079,0,0,0,false,25.216,0.304,635.847
"false","[VERSIONSORT, UNIQUE, GENERALNUMRICSORT]",126.286,0,127.439,0,0,0,false,1.153,0.009,1.329
"false","[HUMANNUMERICSORT]",85.76,0,65.407,0,0,0,false,20.353,0.311,414.245
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.398,0,17.34,0,0,0,false,0.058,0.003,0.003
"false","[DICTIONARYORDER, GENERALNUMRICSORT]",101.703,0,102.715,0,0,0,false,1.012,0.01,1.024
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, NUMBERICSORT, REVERSE]",17.398,0,17.127,0,0,0,false,0.271,0.016,0.073
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE, IGNORECASE]",17.398,0,17.752,0,0,0,false,0.354,0.02,0.125
"false","[IGNORELEADINGBLANKS, MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",30.267,0,30.43,0,0,0,false,0.163,0.005,0.027
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, IGNORECASE]",17.398,0,17.209,0,0,0,false,0.189,0.011,0.036
"true","[IGNORELEADINGBLANKS, CHECK]",1.573,0,1.566,0,0,0,false,0.007,0.004,0
"false","[MERGE, DICTIONARYORDER, CHECK, REVERSE]",31.775,0,34.32,0,0,0,false,2.545,0.074,6.477
"false","[VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.139,0,104.719,0,0,0,false,0.58,0.006,0.336
"false","[MERGE, CHECK, GENERALNUMRICSORT, IGNORECASE]",283.202,0,285.104,0,0,0,false,1.902,0.007,3.618
"false","[MONTHSORT, VERSIONSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, IGNORECASE]",13.128,0,13.291,0,0,0,false,0.163,0.012,0.027
"false","[VERSIONSORT, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, GENERALNUMRICSORT, IGNORECASE]",1.54,0,1.541,0,0,0,false,0.001,0.001,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT]",13.128,0,13.113,0,0,0,false,0.015,0.001,0
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",30.267,0,30.363,0,0,0,false,0.096,0.003,0.009
"false","[MONTHSORT, NUMBERICSORT, UNIQUE, CHECK, GENERALNUMRICSORT]",1.538,0,1.526,0,0,0,false,0.012,0.008,0
"false","[MERGE, NUMBERICSORT, UNIQUE, CHECK, REVERSE, IGNORECASE]",17.398,0,17.449,0,0,0,false,0.051,0.003,0.003
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.398,0,17.381,0,0,0,false,0.017,0.001,0
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.398,0,17.725,0,0,0,false,0.327,0.018,0.107
"false","[IGNORELEADINGBLANKS, UNIQUE, REVERSE, GENERALNUMRICSORT]",128.984,0,133.95,0,0,0,false,4.966,0.037,24.661
"false","[MONTHSORT, VERSIONSORT, HUMANNUMERICSORT, MERGE, UNIQUE, CHECK, REVERSE, IGNORECASE]",28.587,0,33.395,0,0,0,false,4.808,0.144,23.117
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, IGNORECASE]",113.102,0,111.263,0,0,0,false,1.839,0.017,3.382
"false","[IGNORELEADINGBLANKS, MONTHSORT, MERGE, NUMBERICSORT, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",17.398,0,17.793,0,0,0,false,0.395,0.022,0.156
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, GENERALNUMRICSORT]",283.202,0,286.34,0,0,0,false,3.138,0.011,9.847
"false","[IGNORELEADINGBLANKS, VERSIONSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, GENERALNUMRICSORT]",283.202,0,287.572,0,0,0,false,4.37,0.015,19.097
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK]",13.128,0,13.163,0,0,0,false,0.035,0.003,0.001
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, UNIQUE, GENERALNUMRICSORT, IGNORECASE]",126.286,0,128.592,0,0,0,false,2.306,0.018,5.318
"false","[IGNORELEADINGBLANKS, VERSIONSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, IGNORECASE]",1.538,0,1.534,0,0,0,false,0.004,0.003,0
"false","[MERGE, UNIQUE, REVERSE, GENERALNUMRICSORT]",104.139,0,101.515,0,0,0,false,2.624,0.026,6.885
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMBERICSORT, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.539,0,1.538,0,0,0,false,0.001,0.001,0
"false","[MERGE, UNIQUE, CHECK, REVERSE, IGNORECASE]",28.587,0,25.547,0,0,0,false,3.04,0.119,9.242
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, CHECK, REVERSE, IGNORECASE]",28.587,0,28.751,0,0,0,false,0.164,0.006,0.027
"false","[VERSIONSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, UNIQUE, GENERALNUMRICSORT]",13.128,0,13.049,0,0,0,false,0.079,0.006,0.006
"false","[MONTHSORT, VERSIONSORT, UNIQUE, DICTIONARYORDER, REVERSE, GENERALNUMRICSORT, IGNORECASE]",128.984,0,128.113,0,0,0,false,0.871,0.007,0.759
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, UNIQUE, CHECK, REVERSE, IGNORECASE]",1.539,0,1.554,0,0,0,false,0.015,0.01,0
"false","[VERSIONSORT, HUMANNUMERICSORT, NUMBERICSORT, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",1.539,0,1.531,0,0,0,false,0.008,0.005,0
"false","[IGNORELEADINGBLANKS, NUMBERICSORT, UNIQUE, REVERSE, GENERALNUMRICSORT]",29.905,0,27.624,0,0,0,false,2.281,0.083,5.203
"false","[VERSIONSORT, HUMANNUMERICSORT, DICTIONARYORDER, IGNORECASE]",83.979,0,96.55,0,0,0,false,12.571,0.13,158.03
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, NUMBERICSORT, DICTIONARYORDER, GENERALNUMRICSORT]",13.128,0,13.777,0,0,0,false,0.649,0.047,0.421
"false","[IGNORELEADINGBLANKS, MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, GENERALNUMRICSORT]",283.202,0,293.508,0,0,0,false,10.306,0.035,106.214
"false","[MONTHSORT, MERGE, NUMBERICSORT]",13.128,0,13.473,0,0,0,false,0.345,0.026,0.119
"false","[HUMANNUMERICSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMRICSORT, IGNORECASE]",104.139,0,102.866,0,0,0,false,1.273,0.012,1.621
"false","[MERGE, NUMBERICSORT, DICTIONARYORDER, CHECK, IGNORECASE]",13.128,0,13.607,0,0,0,false,0.479,0.035,0.229
"false","[MONTHSORT, CHECK, GENERALNUMRICSORT, IGNORECASE]",1.54,0,1.525,0,0,0,false,0.015,0.01,0
