measured,configuration,config_crusher,config_crusher_std,brute_force,brute_force_std,absolute error,relative error,squared error
"false","[INVERTMATCH, COUNT, LINENUMBER, IGNORECASE]",21.707,0.0,23.333,0.301,1.626,0.07,2.644
"false","[INVERTMATCH, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",21.874,0.0,23.335,0.49,1.461,0.063,2.135
"true","[INVERTMATCH, WHOLELINE]",2.842,0.0,2.953,0.029,0.111,0.038,0.012
"false","[WHOLELINE, LINENUMBER]",2.923,0.0,2.916,0.006,0.007,0.002,0
"true","[FIXEDSTRINGS]",2.855,0.0,2.917,0.028,0.062,0.021,0.004
"false","[INVERTMATCH, LINENUMBER, MATCHINGFILES]",2.222,0.0,2.351,0.016,0.129,0.055,0.017
"false","[LINENUMBER, MATCHINGFILES, IGNORECASE]",2.361,0.0,2.502,0.016,0.141,0.056,0.02
"false","[LINENUMBER, IGNORECASE]",2.865,0.0,2.95,0.045,0.085,0.029,0.007
"true","[IGNORECASE]",2.865,0.0,2.939,0.026,0.074,0.025,0.005
"false","[INVERTMATCH, WHOLELINE, COUNT, LINENUMBER]",3.059,0.0,3.134,0.011,0.075,0.024,0.006
"false","[WHOLELINE, LINENUMBER, MATCHINGFILES]",3.05,0.0,3.138,0.056,0.088,0.028,0.008
"true","[FIXEDSTRINGS, INVERTMATCH, COUNT]",2.977,0.0,3.104,0.042,0.127,0.041,0.016
"true","[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, MATCHINGFILES, IGNORECASE]",2.227,0.0,2.345,0.012,0.118,0.05,0.014
"true","[WHOLELINE, COUNT, IGNORECASE]",11.809,0.0,12.127,0.788,0.318,0.026,0.101
"true","[INVERTMATCH, COUNT, IGNORECASE]",21.707,0.0,23.217,0.477,1.51,0.065,2.28
"true","[WHOLELINE, COUNT, MATCHINGFILES, IGNORECASE]",12.456,0.0,12.325,0.457,0.131,0.011,0.017
"true","[INVERTMATCH, COUNT, MATCHINGFILES, IGNORECASE]",21.874,0.0,22.873,0.331,0.999,0.044,0.998
"true","[FIXEDSTRINGS, MATCHINGFILES]",3.011,0.0,3.08,0.032,0.069,0.022,0.005
"false","[INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES]",3.05,0.0,3.151,0.022,0.101,0.032,0.01
"true","[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, IGNORECASE]",2.863,0.0,2.916,0.014,0.053,0.018,0.003
"false","[FIXEDSTRINGS, INVERTMATCH, COUNT, LINENUMBER, IGNORECASE]",3.604,0.0,3.937,0.071,0.333,0.085,0.111
"false","[INVERTMATCH, WHOLELINE, LINENUMBER, MATCHINGFILES, IGNORECASE]",2.223,0.0,2.35,0.008,0.127,0.054,0.016
"true","[FIXEDSTRINGS, INVERTMATCH, COUNT, MATCHINGFILES]",2.968,0.0,3.093,0.028,0.125,0.04,0.016
"true","[MATCHINGFILES, IGNORECASE]",2.361,0.0,2.492,0.038,0.131,0.053,0.017
"false","[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, LINENUMBER, MATCHINGFILES]",2.224,0.0,2.339,0.009,0.115,0.049,0.013
"true","[FIXEDSTRINGS, WHOLELINE, COUNT]",2.982,0.0,3.046,0.016,0.064,0.021,0.004
"false","[FIXEDSTRINGS, LINENUMBER, IGNORECASE]",2.835,0.0,2.897,0.016,0.062,0.021,0.004
"true","[FIXEDSTRINGS, WHOLELINE, COUNT, MATCHINGFILES]",2.952,0.0,3.076,0.029,0.124,0.04,0.015
"false","[FIXEDSTRINGS, LINENUMBER, MATCHINGFILES, IGNORECASE]",3.727,0.0,3.687,0.166,0.04,0.011,0.002
"false","[COUNT, LINENUMBER]",3.811,0.0,3.862,0.062,0.051,0.013,0.003
"false","[FIXEDSTRINGS, INVERTMATCH, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",3.87,0.0,3.97,0.077,0.1,0.025,0.01
"true","[INVERTMATCH, WHOLELINE, MATCHINGFILES]",2.221,0.0,2.341,0.013,0.12,0.051,0.014
"false","[INVERTMATCH, WHOLELINE, LINENUMBER, IGNORECASE]",2.861,0.0,2.921,0.013,0.06,0.021,0.004
"false","[FIXEDSTRINGS, WHOLELINE, COUNT, LINENUMBER, IGNORECASE]",2.992,0.0,3.081,0.034,0.089,0.029,0.008
"false","[FIXEDSTRINGS, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",2.962,0.0,3.059,0.004,0.097,0.032,0.009
"true","[COUNT, MATCHINGFILES, IGNORECASE]",20.054,0.0,23.604,0.166,3.55,0.15,12.603
"true","[FIXEDSTRINGS, WHOLELINE, MATCHINGFILES]",2.964,0.0,3.045,0.024,0.081,0.027,0.007
"false","[FIXEDSTRINGS, INVERTMATCH, LINENUMBER, IGNORECASE]",2.854,0.0,2.937,0.031,0.083,0.028,0.007
"true","[INVERTMATCH, MATCHINGFILES, IGNORECASE]",2.227,0.0,2.353,0.014,0.126,0.054,0.016
"true","[FIXEDSTRINGS, WHOLELINE]",2.861,0.0,2.919,0.009,0.058,0.02,0.003
"false","[FIXEDSTRINGS, INVERTMATCH, LINENUMBER, MATCHINGFILES, IGNORECASE]",2.226,0.0,2.35,0.011,0.124,0.053,0.015
"true","[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT]",2.987,0.0,3.084,0.022,0.097,0.031,0.009
"false","[FIXEDSTRINGS, COUNT, LINENUMBER, IGNORECASE]",3.745,0.0,3.891,0.058,0.146,0.038,0.021
"false","[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, LINENUMBER]",2.965,0.0,2.91,0.004,0.055,0.019,0.003
"false","[FIXEDSTRINGS, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",3.724,0.0,3.922,0.126,0.198,0.05,0.039
"true","[WHOLELINE, MATCHINGFILES, IGNORECASE]",11.059,0.0,11.906,0.5,0.847,0.071,0.717
"true","[COUNT, IGNORECASE]",21.852,0.0,22.295,1.267,0.443,0.02,0.196
"true","[INVERTMATCH, IGNORECASE]",2.868,0.0,2.922,0.018,0.054,0.018,0.003
"true","[INVERTMATCH, WHOLELINE, COUNT, IGNORECASE]",12.219,0.0,11.925,0.736,0.294,0.025,0.086
"true","[FIXEDSTRINGS, INVERTMATCH]",2.822,0.0,2.912,0.019,0.09,0.031,0.008
"true","[FIXEDSTRINGS, INVERTMATCH, MATCHINGFILES]",2.224,0.0,2.352,0.011,0.128,0.054,0.016
"true","[WHOLELINE, IGNORECASE]",2.834,0.0,2.911,0.023,0.077,0.026,0.006
"true","[FIXEDSTRINGS, COUNT, MATCHINGFILES]",3.002,0.0,3.108,0.046,0.106,0.034,0.011
"true","[FIXEDSTRINGS, COUNT]",3.008,0.0,3.089,0.028,0.081,0.026,0.007
"false","[FIXEDSTRINGS, WHOLELINE, LINENUMBER]",2.861,0.0,2.916,0.02,0.055,0.019,0.003
"true","[INVERTMATCH, WHOLELINE, COUNT, MATCHINGFILES, IGNORECASE]",11.467,0.0,10.831,0.149,0.636,0.059,0.404
"false","[INVERTMATCH, LINENUMBER, IGNORECASE]",2.868,0.0,2.931,0.025,0.063,0.021,0.004
"false","[FIXEDSTRINGS, INVERTMATCH, LINENUMBER, MATCHINGFILES]",2.224,0.0,2.333,0.014,0.109,0.047,0.012
"false","[INVERTMATCH, COUNT, LINENUMBER]",3.821,0.0,3.85,0.034,0.029,0.008,0.001
"false","[WHOLELINE, COUNT, LINENUMBER]",3.067,0.0,3.143,0.024,0.076,0.024,0.006
"true","[FIXEDSTRINGS, IGNORECASE]",2.835,0.0,2.926,0.027,0.091,0.031,0.008
"true","[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, MATCHINGFILES]",2.224,0.0,2.341,0.016,0.117,0.05,0.014
"false","[FIXEDSTRINGS, WHOLELINE, LINENUMBER, MATCHINGFILES]",2.964,0.0,3.056,0.036,0.092,0.03,0.008
"true","[FIXEDSTRINGS, INVERTMATCH, WHOLELINE]",2.965,0.0,2.93,0.018,0.035,0.012,0.001
"false","[INVERTMATCH, COUNT, LINENUMBER, MATCHINGFILES]",3.801,0.0,3.926,0.07,0.125,0.032,0.016
"false","[FIXEDSTRINGS, INVERTMATCH, LINENUMBER]",2.822,0.0,2.925,0.027,0.103,0.035,0.011
"true","[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, MATCHINGFILES]",2.974,0.0,3.093,0.02,0.119,0.038,0.014
"false","[WHOLELINE, LINENUMBER, MATCHINGFILES, IGNORECASE]",11.059,0.0,11.718,1.223,0.659,0.056,0.434
"false","[LINENUMBER, MATCHINGFILES]",3.788,0.0,3.822,0.029,0.034,0.009,0.001
"false","[INVERTMATCH, LINENUMBER, MATCHINGFILES, IGNORECASE]",2.227,0.0,2.348,0.009,0.121,0.052,0.015
"false","[LINENUMBER]",2.911,0.0,2.943,0.033,0.032,0.011,0.001
"false","[WHOLELINE, LINENUMBER, IGNORECASE]",2.834,0.0,2.909,0.025,0.075,0.026,0.006
"true","[WHOLELINE, COUNT]",3.067,0.0,3.136,0.022,0.069,0.022,0.005
"false","[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES]",2.974,0.0,3.104,0.031,0.13,0.042,0.017
"false","[COUNT, LINENUMBER, MATCHINGFILES]",3.755,0.0,3.841,0.016,0.086,0.022,0.007
"true","[FIXEDSTRINGS, INVERTMATCH, COUNT, MATCHINGFILES, IGNORECASE]",3.87,0.0,3.905,0.052,0.035,0.009,0.001
"true","[FIXEDSTRINGS, INVERTMATCH, COUNT, IGNORECASE]",3.604,0.0,3.911,0.04,0.307,0.078,0.094
"false","[INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, MATCHINGFILES, IGNORECASE]",11.467,0.0,11.259,0.905,0.208,0.018,0.043
"true","[WHOLELINE, COUNT, MATCHINGFILES]",3.062,0.0,3.135,0.025,0.073,0.023,0.005
"true","[FIXEDSTRINGS, MATCHINGFILES, IGNORECASE]",3.727,0.0,3.792,0.159,0.065,0.017,0.004
"false","[INVERTMATCH, WHOLELINE, COUNT, LINENUMBER, IGNORECASE]",12.219,0.0,11.555,0.826,0.664,0.057,0.441
"true","[INVERTMATCH, COUNT, MATCHINGFILES]",3.801,0.0,3.891,0.043,0.09,0.023,0.008
"true","[INVERTMATCH, COUNT]",3.821,0.0,3.849,0.028,0.028,0.007,0.001
"false","[FIXEDSTRINGS, INVERTMATCH, WHOLELINE, COUNT, LINENUMBER]",2.987,0.0,3.09,0.018,0.103,0.033,0.011
"true","[FIXEDSTRINGS, WHOLELINE, COUNT, IGNORECASE]",2.992,0.0,3.079,0.028,0.087,0.028,0.008
"true","[INVERTMATCH, WHOLELINE, MATCHINGFILES, IGNORECASE]",2.223,0.0,2.335,0.011,0.112,0.048,0.013
"true","[INVERTMATCH, WHOLELINE, IGNORECASE]",2.861,0.0,2.93,0.02,0.069,0.024,0.005
"true","[MATCHINGFILES]",3.788,0.0,3.852,0.074,0.064,0.017,0.004
"true","[FIXEDSTRINGS, WHOLELINE, COUNT, MATCHINGFILES, IGNORECASE]",2.962,0.0,3.081,0.032,0.119,0.039,0.014

MSE: 0.311
RMSE: 0.557
MAPE: 3.584
