SCALE,SCALE_IS_HEIGHT_DP,COMPRESSION_QUALITY,OUT_COMPRESSION,PLATFORM,UPSCALING_ALGO,DOWNSCALING_ALGO,ROUNDING_MODE,SKIP_UPSCALING,SKIP_EXISTING,ANDROID_INCLUDE_LDPI_TVDPI,VERBOSE,ANDROID_MIPMAP_INSTEAD_OF_DRAWABLE,ANTI_ALIASING,POST_PROCESSOR_PNG_CRUSH,POST_PROCESSOR_WEBP,DRY_RUN,POST_PROCESSOR_MOZ_JPEG,KEEP_ORIGINAL_POST_PROCESSED_FILES,IOS_CREATE_IMAGESET_FOLDERS,CLEAN,HALT_ON_ERROR,time
0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,12.59
0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,12.39
1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,2.19
1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,3.07
0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,12.46
1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,140.58
1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,182.27
0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,26.88
1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,52.96
1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,76.69
1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,80.03
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,3.08
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,2.18
0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,2.18
1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,3.47
0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,2.17
0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,18.22
1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,11.06
1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,2.19
1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,7.55
1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,5.4
1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,2.2
1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,2.19
1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,3.07
1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3.06
1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,166.3
1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,2.19
1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,2.19
1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,3.47
1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,2.21
1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,157.21
0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,12.73
1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,64.33
0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,2.18
1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,6.94
0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,18.22
0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,2.16
0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,2.18
0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2.18
1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,197.39
1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,2.18
0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,12.5
0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,27.06
0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,18.26
1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,2.19
1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,2.2
0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,2.19
1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,78.13
1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,2.18
0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,20.47
1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,2.18
1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,2.18
1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,75.74
0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,2.18
0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,19.54
0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,12.59
0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.18
0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,2.18
1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,3.49
1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,3.51
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,3.09
1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,5.59
0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,20.35
0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,25.95
0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,20.9
0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,9.29
1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,2.17
0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,2.19
0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,2.18
0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,9.4
1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,2.2
1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,156.81
1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3.45
1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.07
0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,2.18
0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,2.18
1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2.2
0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,2.19
1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2.18
0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2.19
0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,26.56
1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,2.19
0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,2.18
0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,2.17
0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,20.48
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,2.18
0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,25.91
1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,74.61
0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,2.21
0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2.19
1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,5.38
0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,12.58
1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2.19
0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,2.2
0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,2.18
1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,2.2
1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,2.21
0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,30.8
0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,10.77
0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,2.18
1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,2.19
0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,8.59
0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,2.18
0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,2.19
0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,9.3
1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,2.18
0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,2.19
1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,2.19
1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,3.09
0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,2.18
1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,2.19
0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,12.62
0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,2.19
0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,9.34
0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,2.18
0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,19.43
0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,2.19
0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,2.19
0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,12.35
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,11
0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,2.19
1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,164.34
0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,10.79
