measured,configuration,config_crusher,config_crusher_std,ground_truth,ground_truth_std,ground_truth_minci,ground_truth_maxci,1withinci,absolute error,relative error,squared error
"false","[CHECKSUM, TRANSFORM, VERBOSE, LEVEL]",61.7,0.0,61.826,0.258,61.415,62.237,true,0.126,0.002,0.016
"true","[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM]",4.214,0.0,4.426,0.053,4.343,4.51,false,0.212,0.048,0.045
"true","[CHECKSUM, FORCE, BLOCKSIZE, VERBOSE]",4.216,0.0,4.501,0.081,4.373,4.629,false,0.285,0.063,0.081
"false","[CHECKSUM, FORCE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",61.826,0.0,62.094,1.102,60.34,63.848,true,0.268,0.004,0.072
"true","[FORCE, BLOCKSIZE, TRANSFORM, LEVEL, ENTROPY]",62.027,0.0,61.987,0.951,60.474,63.5,true,0.04,0.001,0.002
"false","[TRANSFORM, VERBOSE, ENTROPY]",4.864,0.0,4.66,0.026,4.619,4.701,false,0.204,0.044,0.042
"false","[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, LEVEL, ENTROPY]",61.682,0.0,61.443,0.277,61.002,61.883,true,0.239,0.004,0.057
"false","[CHECKSUM, BLOCKSIZE, VERBOSE, LEVEL]",62.276,0.0,62.073,0.915,60.617,63.528,true,0.203,0.003,0.041
"true","[CHECKSUM, LEVEL, ENTROPY]",61.607,0.0,61.289,0.4,60.652,61.926,true,0.318,0.005,0.101
"false","[LEVEL, ENTROPY]",61.712,0.0,61.597,0.622,60.607,62.586,true,0.115,0.002,0.013
"false","[CHECKSUM, FORCE, VERBOSE]",4.854,0.0,4.713,0.099,4.555,4.871,true,0.141,0.03,0.02
"false","[BLOCKSIZE, VERBOSE]",4.154,0.0,4.472,0.059,4.379,4.566,false,0.318,0.071,0.101
"true","[CHECKSUM, TRANSFORM, LEVEL]",61.689,0.0,61.423,0.264,61.002,61.843,true,0.266,0.004,0.071
"false","[FORCE, VERBOSE]",4.749,0.0,4.713,0.054,4.628,4.799,true,0.036,0.008,0.001
"true","[TRANSFORM, LEVEL]",61.868,0.0,61.195,0.339,60.656,61.734,false,0.673,0.011,0.453
"true","[CHECKSUM, TRANSFORM]",4.818,0.0,4.5,0.066,4.395,4.605,false,0.318,0.071,0.101
"false","[FORCE, VERBOSE, LEVEL]",62.101,0.0,61.599,0.11,61.424,61.775,false,0.502,0.008,0.252
"true","[TRANSFORM]",4.835,0.0,4.516,0.052,4.434,4.599,false,0.319,0.071,0.102
"false","[CHECKSUM, FORCE, BLOCKSIZE]",4.213,0.0,4.472,0.074,4.355,4.589,false,0.259,0.058,0.067
"false","[BLOCKSIZE, VERBOSE, LEVEL]",61.601,0.0,61.812,0.734,60.643,62.98,true,0.211,0.003,0.045
"false","[CHECKSUM, FORCE, VERBOSE, LEVEL]",62.069,0.0,61.487,0.395,60.858,62.116,true,0.582,0.009,0.339
"true","[FORCE, BLOCKSIZE]",4.106,0.0,4.411,0.111,4.234,4.587,false,0.305,0.069,0.093
"false","[FORCE, BLOCKSIZE, VERBOSE, ENTROPY]",4.107,0.0,4.434,0.071,4.32,4.547,false,0.327,0.074,0.107
"false","[CHECKSUM, FORCE, BLOCKSIZE, VERBOSE, ENTROPY]",4.216,0.0,4.521,0.07,4.41,4.632,false,0.305,0.067,0.093
"false","[CHECKSUM, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",61.996,0.0,62.287,0.273,61.852,62.722,true,0.291,0.005,0.085
"false","[BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",62.141,0.0,61.891,0.284,61.439,62.342,true,0.25,0.004,0.062
"false","[CHECKSUM, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",61.762,0.0,61.794,0.818,60.493,63.095,true,0.032,0.001,0.001
"true","[FORCE, TRANSFORM, ENTROPY]",4.818,0.0,4.471,0.062,4.372,4.57,false,0.347,0.078,0.12
"false","[TRANSFORM, VERBOSE, LEVEL, ENTROPY]",61.565,0.0,61.799,0.512,60.984,62.615,true,0.234,0.004,0.055
"true","[CHECKSUM, FORCE, TRANSFORM, ENTROPY]",4.885,0.0,4.532,0.032,4.482,4.583,false,0.353,0.078,0.125
"false","[CHECKSUM, FORCE, BLOCKSIZE, VERBOSE, LEVEL]",61.644,0.0,62.324,0.171,62.051,62.596,false,0.68,0.011,0.462
"false","[CHECKSUM, BLOCKSIZE, VERBOSE]",4.204,0.0,4.525,0.061,4.427,4.622,false,0.321,0.071,0.103
"false","[CHECKSUM, FORCE, TRANSFORM, VERBOSE, ENTROPY]",4.888,0.0,4.796,0.082,4.665,4.928,true,0.092,0.019,0.008
"true","[CHECKSUM, FORCE, BLOCKSIZE, TRANSFORM, ENTROPY]",4.191,0.0,4.508,0.1,4.349,4.667,false,0.317,0.07,0.1
"false","[FORCE, TRANSFORM, VERBOSE, ENTROPY]",4.821,0.0,4.741,0.019,4.71,4.772,false,0.08,0.017,0.006
"true","[CHECKSUM, ENTROPY]",4.845,0.0,4.541,0.033,4.488,4.594,false,0.304,0.067,0.092
"true","[FORCE, BLOCKSIZE, TRANSFORM, ENTROPY]",4.171,0.0,4.412,0.026,4.371,4.453,false,0.241,0.055,0.058
"true","[FORCE, LEVEL, ENTROPY]",61.7,0.0,61.784,0.572,60.874,62.695,true,0.084,0.001,0.007
"true","[CHECKSUM, FORCE, LEVEL, ENTROPY]",61.734,0.0,62.026,0.77,60.801,63.251,true,0.292,0.005,0.085
"true","[ENTROPY]",4.8,0.0,4.508,0.098,4.351,4.664,false,0.292,0.065,0.085
"true","[FORCE, TRANSFORM]",4.811,0.0,4.538,0.086,4.401,4.675,false,0.273,0.06,0.075
"false","[FORCE, BLOCKSIZE, VERBOSE]",4.109,0.0,4.486,0.033,4.435,4.538,false,0.377,0.084,0.142
"true","[BLOCKSIZE, LEVEL, ENTROPY]",62.073,0.0,61.608,0.461,60.874,62.342,true,0.465,0.008,0.216
"true","[BLOCKSIZE, TRANSFORM]",4.144,0.0,4.446,0.066,4.341,4.551,false,0.302,0.068,0.091
"true","[BLOCKSIZE]",4.142,0.0,4.43,0.101,4.269,4.591,false,0.288,0.065,0.083
"false","[TRANSFORM, VERBOSE, LEVEL]",61.879,0.0,62.278,0.704,61.157,63.398,true,0.399,0.006,0.159
"false","[FORCE, BLOCKSIZE, VERBOSE, LEVEL, ENTROPY]",61.867,0.0,62.452,0.819,61.149,63.756,true,0.585,0.009,0.342
"false","[FORCE, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL]",61.946,0.0,61.965,0.738,60.791,63.139,true,0.019,0,0
"false","[VERBOSE, LEVEL]",61.354,0.0,61.546,0.319,61.039,62.054,true,0.192,0.003,0.037
"true","[BLOCKSIZE, TRANSFORM, LEVEL]",61.831,0.0,61.564,0.238,61.185,61.943,true,0.267,0.004,0.071
"false","[FORCE, BLOCKSIZE, TRANSFORM, VERBOSE]",4.157,0.0,4.427,0.071,4.314,4.54,false,0.27,0.061,0.073
"true","[CHECKSUM, BLOCKSIZE, ENTROPY]",4.208,0.0,4.471,0.054,4.385,4.557,false,0.263,0.059,0.069
"false","[CHECKSUM, BLOCKSIZE, TRANSFORM, VERBOSE, ENTROPY]",4.242,0.0,4.523,0.072,4.408,4.639,false,0.281,0.062,0.079
"true","[BLOCKSIZE, TRANSFORM, LEVEL, ENTROPY]",62.13,0.0,61.516,0.235,61.142,61.891,false,0.614,0.01,0.377
"true","[CHECKSUM, FORCE, BLOCKSIZE, LEVEL]",61.64,0.0,61.694,0.298,61.219,62.169,true,0.054,0.001,0.003
"false","[FORCE, VERBOSE, ENTROPY]",4.785,0.0,4.683,0.037,4.625,4.742,false,0.102,0.022,0.01
"true","[CHECKSUM, FORCE, TRANSFORM, LEVEL]",61.62,0.0,61.107,0.119,60.918,61.296,false,0.513,0.008,0.263
"false","[VERBOSE]",4.787,0.0,4.673,0.079,4.547,4.799,true,0.114,0.024,0.013
"true","[FORCE, TRANSFORM, LEVEL, ENTROPY]",61.68,0.0,61.154,0.475,60.398,61.91,true,0.526,0.009,0.277
"true","[VERBOSE, LEVEL, ENTROPY]",61.723,0.0,61.729,0.467,60.986,62.473,true,0.006,0,0
"true","[CHECKSUM, BLOCKSIZE, TRANSFORM, ENTROPY]",4.23,0.0,4.435,0.044,4.366,4.505,false,0.205,0.046,0.042
"false","[FORCE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",61.684,0.0,61.582,0.385,60.969,62.194,true,0.102,0.002,0.01
"true","[CHECKSUM, FORCE, LEVEL]",62.065,0.0,61.496,0.701,60.381,62.611,true,0.569,0.009,0.324
"true","[CHECKSUM, TRANSFORM, ENTROPY]",4.877,0.0,4.512,0.052,4.428,4.595,false,0.365,0.081,0.133
"false","[CHECKSUM, BLOCKSIZE, VERBOSE, ENTROPY]",4.22,0.0,4.526,0.065,4.421,4.63,false,0.306,0.068,0.094
"false","[FORCE, BLOCKSIZE, TRANSFORM, VERBOSE, LEVEL, ENTROPY]",62.031,0.0,61.999,0.485,61.227,62.772,true,0.032,0.001,0.001
"true","[FORCE, ENTROPY]",4.782,0.0,4.457,0.05,4.378,4.536,false,0.325,0.073,0.106
"false","[FORCE, TRANSFORM, VERBOSE]",4.814,0.0,4.758,0.051,4.677,4.84,true,0.056,0.012,0.003
"true","[FORCE, BLOCKSIZE, TRANSFORM]",4.154,0.0,4.429,0.053,4.344,4.514,false,0.275,0.062,0.076
"false","[CHECKSUM, TRANSFORM, VERBOSE, ENTROPY]",4.889,0.0,4.748,0.032,4.697,4.798,false,0.141,0.03,0.02

Total: 128
MSE: 0.125
RMSE: 0.354
MAPE: 3.135
Measured within ci: 0
Measured outside ci: 0
Predicted within ci: 0
Predicted outside ci: 0
Valid configs: 128.0
